step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
155,0.0171306,0.180368,0.391117,0.208855,0.0925379,0,-0.0838338,-0.00569263,0.396233,0.893705,-0.0104346,0.000197524,0.448533,-0.116942,0.522792,-0.442082,-0.523373,-0.258312,-0.607645,0.532066,0.521606,2.96371,0.378653,0.475651,0.125875,-0.0282213,0.882072,5.81262,0.850158,1.78649,-0.00421684,-7.13115,-0.530143,-0.0944361,0.527406,
156,0.0101569,0.38817,0.0968357,0.106477,-0.00459921,0,0.103905,0.0130904,0.422422,0.88969,-0.00425699,-0.00249059,0.456538,0.234711,0.598998,-0.33723,-0.523787,-0.580247,-0.630848,0.525694,0.580712,3.16668,0.465079,0.877435,0.570631,-0.230224,-1.1872,8.17787,2.1126,2.43441,-0.024126,-1.45811,-0.319148,-0.0739056,1.82429,
157,-0.0154895,0.362448,-0.0676427,-0.0507629,-0.151632,0,0.272068,0.0379267,0.456291,0.903088,0.0154921,-0.00478784,0.42915,0.564868,0.721418,-0.219157,-0.525026,-0.537836,-0.643897,0.523677,0.740697,2.55294,0.397283,0.731242,0.355684,-0.972735,-0.518379,0.725921,2.78261,2.26161,-0.0221564,1.43659,-0.187757,-0.0139636,4.54421,
158,-0.0293049,0.293462,-0.145839,-0.110568,-0.315733,0,0.250821,0.0420153,0.520374,0.904925,0.0246908,-0.0331295,0.42356,0.532069,0.848546,-0.136001,-0.526503,-0.42827,-0.639283,0.523317,1.02241,1.83314,0.841636,1.15296,-0.248548,-1.37371,-0.117805,-1.04019,2.29583,1.07049,-0.027625,3.1033,0.250076,-0.0525725,6.81155,
159,-0.00202879,0.161992,-0.240764,-0.160391,-0.40667,0,0.207439,0.0397681,0.562724,0.904079,0.0324086,-0.060798,0.421775,0.454466,0.940249,-0.141084,-0.527986,-0.231497,-0.619475,0.515336,1.28492,1.65894,0.670298,0.500162,-0.00749903,-0.586622,-0.0377214,-2.05874,1.37869,-1.25525,-0.0366861,4.75998,0.537424,-0.263184,-0.3671,
160,0.00628834,-0.0268732,-0.311475,-0.206123,-0.308018,0,0.129579,0.0282026,0.573438,0.901739,0.0358583,-0.071126,0.424878,0.309775,0.977998,-0.276346,-0.529821,0.0380742,-0.585938,0.502051,1.23872,1.53215,0.479078,-0.064174,-0.090771,-0.348074,0.364185,-3.71461,0.141174,-4.1319,-0.0351458,6.01175,0.803264,-0.268436,-0.596882,
161,0.0159853,-0.245249,-0.347228,-0.239859,-0.124029,0,0.00191132,0.00630407,0.556164,0.895165,0.0341283,-0.0774055,0.437633,0.0714993,0.946903,-0.534196,-0.531454,0.354616,-0.541412,0.489982,1.20454,1.41606,0.347473,-0.617712,-0.122439,-0.0694127,0.630816,-5.79304,-1.37249,-5.03091,-0.0297464,6.64895,0.97844,-0.212847,-0.768467,
162,0.0169869,-0.389817,0.0525494,-0.0990505,-0.0813062,0,-0.17945,-0.0212815,0.514319,0.890783,0.0312134,-0.0804054,0.446169,-0.273491,0.835805,-0.547508,-0.532882,0.582997,-0.51713,0.482539,1.1223,1.69743,0.738996,-1.05238,-0.253455,-0.0418853,1.28159,-8.01233,-3.06031,0.720128,-0.0235157,-0.50618,-0.120263,-0.104669,-2.50344,
163,0.0529307,-0.346344,0.137565,0.029127,-0.0160467,0,-0.326747,-0.0357861,0.450542,0.877709,0.0248606,-0.0774133,0.472247,-0.575568,0.668011,-0.526815,-0.533396,0.511748,-0.52694,0.480561,0.928672,1.92387,0.734624,-1.33332,1.18139,0.997823,0.353212,-0.283299,-3.64222,0.146631,0.0665756,-2.03633,-0.259309,0.0373126,-5.23045,
164,0.132011,-0.247176,0.27042,0.101301,0.112536,0,-0.296682,-0.0246854,0.396261,0.871837,0.0113611,-0.0218908,0.489175,-0.526119,0.503992,-0.523408,-0.526147,0.357521,-0.544387,0.491328,0.609946,1.88266,1.44914,-0.754842,-0.421652,3.3116,1.32376,1.52609,-1.2229,-0.0125262,0.224,-4.09202,-0.421699,0.379903,-7.49419,
165,-0.0377482,-0.0742507,0.345334,0.167822,0.152033,0,-0.236176,-0.0194886,0.371336,0.858108,-0.00303212,0.00214954,0.513456,-0.405457,0.516265,-0.503041,-0.522295,0.105368,-0.567403,0.530333,0.478052,2.19232,0.827613,0.345104,-0.652654,-1.6138,1.14527,3.21376,0.673482,0.809086,-0.0306942,-5.92724,-0.432633,0.436221,1.08699,
166,0.0203083,0.154148,0.414349,0.229157,0.0895828,0,-0.124579,-0.0101594,0.406432,0.835397,-0.00355686,-0.00406416,0.549621,-0.188698,0.578223,-0.436763,-0.523364,-0.2201,-0.587319,0.525421,0.519848,2.4466,1.13619,0.570286,-0.205284,0.0636616,1.80988,5.4913,1.81941,1.84718,-0.0160536,-7.18408,-0.436622,-0.288085,0.543641,
167,-0.00545163,0.381497,0.189184,0.158891,-0.00839292,0,0.053354,0.00973776,0.444642,0.82335,0.00462498,-0.0215016,0.567108,0.148679,0.703404,-0.328694,-0.524065,-0.569152,-0.605509,0.51674,0.575495,2.82189,1.19691,1.35924,0.0923715,-0.681628,-0.520619,7.96484,3.07123,2.47989,-0.0284997,-2.71145,-0.162498,-0.0530469,1.66401,
168,-0.0103022,0.366338,-0.0291173,0.0149562,-0.153179,0,0.258479,0.0451026,0.501412,0.834986,0.0238998,-0.0337773,0.548713,0.549526,0.88204,-0.208458,-0.525614,-0.54419,-0.611498,0.51323,0.726468,2.46525,1.16596,0.904336,0.525804,-0.823375,-0.327472,3.61425,4.06547,2.29736,-0.0334406,1.1964,-0.0802171,-0.109826,4.35107,
169,-0.00670311,0.300666,-0.132831,-0.0773555,-0.316517,0,0.248544,0.0548548,0.534005,0.832613,0.0450864,-0.0415641,0.55045,0.544445,1.08312,-0.124828,-0.527285,-0.439462,-0.6072,0.50536,1.00565,2.32056,1.04521,0.402069,0.534533,-0.721019,0.151837,-0.917769,3.97799,1.07142,-0.0318557,2.98564,0.251485,-0.194481,6.79791,
170,-0.0113352,0.175138,-0.249344,-0.125354,-0.409262,0,0.20731,0.0551534,0.557249,0.83393,0.0580804,-0.0405458,0.547305,0.476121,1.24531,-0.129655,-0.529433,-0.250663,-0.583862,0.494896,1.27316,1.52524,0.105521,0.862642,0.120711,-0.857055,-0.191928,-1.80127,0.716866,-1.26096,-0.0488744,4.59395,0.657275,-0.218123,-0.0552532,
171,-0.00532121,-0.00760508,-0.32136,-0.173611,-0.31397,0,0.137621,0.0389554,0.586756,0.833202,0.0687673,-0.0558261,0.545829,0.342383,1.22252,-0.265659,-0.531831,0.0107726,-0.541731,0.482177,1.23665,1.44035,-0.131633,0.305811,-0.0130974,-0.685624,0.190357,-3.53313,-0.992475,-4.1555,-0.0464749,5.85203,1.02708,-0.291726,-0.514306,
172,0.00633927,-0.222799,-0.36094,-0.211081,-0.13204,0,0.0158292,0.0118144,0.588182,0.826877,0.0732587,-0.0685931,0.553356,0.111101,1.14208,-0.525747,-0.534023,0.320972,-0.515563,0.466872,1.21002,1.35034,-0.293059,-0.235606,-0.158078,-0.350804,0.473136,-5.69477,-2.21542,-5.11987,-0.04064,6.55541,-0.155084,-0.318356,-0.550109,
173,0.00499333,-0.384123,-0.00219324,-0.0881645,-0.0909845,0,-0.163417,-0.0214655,0.564908,0.824277,0.0766771,-0.0771734,0.555637,-0.231682,0.995168,-0.545461,-0.536054,0.573511,-0.522388,0.452571,1.14249,1.48875,0.133942,-0.692153,-0.0864362,-0.391737,1.02798,-8.01868,-3.65186,0.644193,-0.0363687,0.116928,-0.0910821,-0.274352,-2.13397,
174,0.0145118,-0.351999,0.100253,0.0313612,-0.0318467,0,-0.334761,-0.0433957,0.517706,0.807398,0.0761645,-0.0854289,0.578799,-0.582601,0.800441,-0.527428,-0.537808,0.52087,-0.530784,0.439916,0.968043,1.7118,0.223672,-1.20034,-0.210847,-0.118361,0.633895,-1.58857,-4.1305,0.142714,-0.0311966,-1.65992,-0.245719,-0.212558,-4.82106,
175,0.0947442,-0.262833,0.236824,0.11775,0.0892087,0,-0.306803,-0.0303435,0.459412,0.8026,0.049741,-0.0864108,0.588126,-0.539384,0.60434,-0.524193,-0.537969,0.381243,-0.550511,0.432198,0.668426,1.50079,0.878106,-0.607849,-0.16443,2.20854,0.599142,1.49126,-3.713,0.0163307,0.157924,-3.78511,-0.487767,-0.12056,-7.15576,
176,0.0666247,-0.10344,0.3462,0.183923,0.157398,0,-0.245314,-0.0199249,0.440311,0.792796,0.0201697,-0.0412523,0.607755,-0.424128,0.504588,-0.510766,-0.524997,0.147046,-0.577281,0.442663,0.47777,1.7509,1.29825,-0.479163,-0.153113,1.40343,0.985576,3.11514,0.247823,0.584439,0.275935,-5.67103,-0.619881,0.546879,0.773597,
177,0.0825282,0.121403,0.42008,0.246153,0.103912,0,-0.134546,-0.0107258,0.408107,0.778959,-0.00574415,-0.0134719,0.626904,-0.209341,0.550267,-0.453725,-0.522203,-0.172817,-0.610429,0.481499,0.513419,1.90019,1.47675,-0.79202,0.433046,1.86844,0.866218,5.45626,1.56938,1.68646,-0.0368968,-7.10948,-0.703091,1.00278,0.37109,
178,-0.0252435,0.35869,0.383091,0.245346,0.014288,0,0.0385809,0.00710789,0.437402,0.78023,-0.00631584,-0.0264378,0.624902,0.117575,0.649253,-0.350338,-0.523841,-0.531716,-0.627509,0.531344,0.557048,3.03168,1.99684,1.64641,-0.161974,-1.25358,-0.750075,7.70897,2.46083,2.42727,-0.0447214,-6.02203,-0.0313432,0.109944,1.33305,
179,-0.0112413,0.369674,0.00925025,0.0822761,-0.124299,0,0.268443,0.0427276,0.50969,0.803727,0.021704,-0.0490152,0.592579,0.5643,0.81366,-0.227705,-0.526413,-0.549655,-0.626954,0.524112,0.687562,2.61559,1.97827,1.32236,0.151541,-0.851321,-1.65802,8.19606,4.09661,2.44385,-0.0557372,0.985929,0.083411,-0.257113,3.86295,
180,-0.00341392,0.309947,-0.103321,-0.0752436,-0.288206,0,0.262381,0.0543237,0.562136,0.813165,0.0360326,-0.0580608,0.578008,0.567744,1.0286,-0.132704,-0.529324,-0.453961,-0.615239,0.508083,0.943384,2.37159,1.71788,0.797068,0.209875,-0.627993,-0.573221,-1.64545,4.49673,1.39605,-0.0566413,2.84428,0.386616,-0.360936,6.35418,
181,0.0178779,0.186799,-0.203854,-0.126518,-0.414837,0,0.203686,0.0537671,0.587827,0.820081,0.0481256,-0.0655136,0.566445,0.468357,1.23407,-0.116776,-0.532107,-0.267738,-0.586445,0.489734,1.26769,2.31711,1.57766,0.16851,0.278265,-0.0153484,-0.641242,-2.32811,3.07896,-0.741856,-0.0602659,4.59665,0.75824,-0.369922,1.88577,
182,0.0361526,0.00475109,-0.276972,-0.17259,-0.339469,0,0.123705,0.0364297,0.580988,0.828093,0.0464215,-0.0556471,0.555888,0.317181,1.23402,-0.228459,-0.535087,-0.00672983,-0.539787,0.475069,1.24305,2.27391,1.32465,-0.40341,0.0858935,0.510241,-0.369356,-3.70569,-0.929977,-3.70067,-0.0574514,5.83124,1.11019,-0.221322,-0.695553,
183,0.0374176,-0.20864,-0.317709,-0.206695,-0.169249,0,0.00138033,0.00921821,0.549148,0.831037,0.0363163,-0.0396673,0.553611,0.0855876,1.15672,-0.470959,-0.53775,0.299937,-0.518281,0.470779,1.20982,2.06082,0.996416,-0.699765,-0.320712,0.544188,0.0576795,-5.54241,-2.15105,-5.98263,-0.0444863,6.43574,-0.113612,0.0530501,-0.589413,
184,-0.0162093,-0.388979,-0.0290775,-0.109439,-0.0876394,0,-0.169531,-0.0228348,0.525267,0.837987,0.0246752,-0.0708436,0.540509,-0.241891,1.01399,-0.554654,-0.539404,0.581598,-0.522818,0.481026,1.14984,1.72327,0.988813,-0.677441,-1.22631,-1.00792,-0.00296439,-7.55463,-3.55193,0.785815,-0.0277609,1.09266,-0.0552454,0.325466,-1.91664,
185,0.053893,-0.35832,0.132212,0.0254299,-0.0375269,0,-0.332779,-0.0440476,0.483984,0.833638,0.018062,-0.0856839,0.545325,-0.577079,0.820254,-0.529163,-0.538709,0.531116,-0.529433,0.493394,0.984764,1.93423,1.02778,-0.763009,1.29542,1.0204,-0.0354031,-1.59426,-4.19323,0.232938,0.115598,-1.7688,-0.200379,0.183101,-4.67694,
186,0.0731216,-0.265117,0.258305,0.114239,0.0796455,0,-0.305779,-0.0309583,0.434784,0.835791,0.0325119,-0.0386115,0.546722,-0.536161,0.620299,-0.523654,-0.532415,0.384719,-0.547302,0.512297,0.690872,2.12382,1.11491,-1.15509,1.10456,1.5847,0.167255,1.54531,-3.81119,0.0106373,0.128752,-4.0546,-0.506391,0.561748,-7.05529,
187,0.0810369,-0.0950345,0.370097,0.181526,0.157604,0,-0.240179,-0.019211,0.38797,0.826433,-0.00990139,-0.00852641,0.562883,-0.414592,0.497694,-0.509086,-0.524318,0.135021,-0.576143,0.52868,0.474422,2.10486,1.62295,-0.855639,0.457862,1.82294,0.761174,3.30597,0.162746,0.581764,0.257934,-5.97005,-0.652962,-0.0921182,0.659536,
188,0.000819678,0.133388,0.412905,0.231375,0.102835,0,-0.127087,-0.00977233,0.395637,0.816726,-0.00713058,-0.00527524,0.576957,-0.196563,0.533939,-0.451952,-0.522456,-0.190073,-0.602861,0.524864,0.513066,3.12877,1.36644,0.976418,-0.569662,-0.498766,0.846683,5.43098,1.25227,1.68892,-0.0306527,-7.01917,-0.431064,-0.0384665,0.478618,
189,-0.0290407,0.372933,0.373521,0.242642,0.0125539,0,0.0526583,0.00844734,0.437468,0.809237,-0.0063535,-0.0286792,0.586747,0.142578,0.636295,-0.350247,-0.523871,-0.55501,-0.624465,0.523604,0.5611,3.22557,1.42269,0.775925,0.0173741,-1.36343,-0.555193,8.07735,2.80266,2.39673,-0.0325619,-6.15721,-0.415217,-0.00574654,1.436,
190,0.0137023,0.373594,-0.032731,0.0126091,-0.127823,0,0.274434,0.0435104,0.484599,0.8366,0.0135833,-0.0227741,0.547172,0.576049,0.811687,-0.229018,-0.526931,-0.556097,-0.635264,0.519256,0.698465,2.61301,1.32184,0.762938,1.12131,-0.130887,-1.48952,3.76399,4.29072,2.39573,-0.0680601,1.35142,-0.15721,-0.214299,4.05079,
191,-0.0366164,0.301639,-0.140836,-0.0941112,-0.293873,0,0.254143,0.0524686,0.511713,0.849348,0.039232,-0.0110588,0.526258,0.55114,1.02333,-0.136114,-0.530249,-0.440977,-0.63496,0.510701,0.964158,2.31566,1.2213,0.560095,0.872067,-1.589,-0.417725,-1.37603,4.18381,1.33664,-0.0520937,3.23322,0.183316,-0.0719989,6.5238,
192,-0.0270472,0.176452,-0.197171,-0.140364,-0.417058,0,0.199651,0.0516819,0.585006,0.86384,0.0521411,-0.0545505,0.498082,0.458932,1.21048,-0.121831,-0.532951,-0.252582,-0.607535,0.509373,1.28274,1.23492,1.61372,1.53694,-0.907112,-1.31485,-1.61526,-2.31926,3.30201,-0.775607,-0.0602142,4.4937,0.788518,-0.100492,1.53988,
193,-0.013441,-0.00190141,-0.26717,-0.190468,-0.336147,0,0.119614,0.0354578,0.645125,0.881117,0.0443696,-0.0869581,0.462713,0.309362,1.23143,-0.235551,-0.535858,0.00269329,-0.559911,0.499554,1.24593,1.12624,1.43169,0.89749,-1.04529,-0.92435,-1.27307,-3.65037,-0.659214,-3.74845,-0.0544764,5.70514,1.11799,-0.293717,-0.80757,
194,-0.00274783,-0.210367,-0.300203,-0.228024,-0.161788,0,-0.000726309,0.00891504,0.674921,0.891716,0.0328992,-0.115697,0.43632,0.0822463,1.16412,-0.479723,-0.538344,0.302495,-0.513534,0.482577,1.20602,0.972986,1.32551,0.30786,-1.11337,-0.617761,-0.787604,-5.41881,-2.02363,-6.00085,-0.0439919,6.28272,0.0149981,-0.384489,-0.789202,
195,-0.00254392,-0.386172,-0.00493039,-0.137728,-0.07674,0,-0.166771,-0.0224853,0.677849,0.9035,0.0205126,-0.138372,0.405118,-0.235992,1.02342,-0.558066,-0.540453,0.57692,-0.521016,0.463473,1.12899,1.18862,1.77137,-0.160885,-0.985342,-0.613977,-0.707311,-7.30922,-3.59357,0.901485,-0.0382852,1.11795,-0.142832,-0.396379,-2.27456,
196,0.0124874,-0.357853,0.153792,-0.0205468,-0.0235326,0,-0.331291,-0.043916,0.657424,0.905721,0.00290075,-0.157501,0.393516,-0.573851,0.822401,-0.527118,-0.542279,0.530357,-0.532145,0.443304,0.947344,1.43878,1.84309,-0.649943,-1.1442,-0.181351,-0.66671,-2.44291,-4.43856,0.336156,-0.0333347,-1.68668,-0.302312,-0.390846,-4.96983,
197,0.0704256,-0.267431,0.269615,0.073997,0.0942312,0,-0.306977,-0.0302538,0.615669,0.913778,-0.018362,-0.163252,0.371513,-0.539907,0.601969,-0.514169,-0.543303,0.388247,-0.554907,0.426834,0.639213,1.66024,1.59556,-0.804449,0.468347,1.49549,-0.180909,1.57837,-4.38433,0.227112,0.0420945,-3.99141,-0.599458,-0.291362,-7.35428,
198,0.034429,-0.0967164,0.36875,0.142603,0.146909,0,-0.240047,-0.0191932,0.57287,0.918321,-0.00723538,-0.125258,0.375426,-0.414347,0.497527,-0.484187,-0.539553,0.137426,-0.589431,0.425108,0.458918,1.85608,1.48348,-0.977524,0.922977,0.455899,0.0581509,3.43778,0.483084,0.944048,0.0886647,-6.02341,-0.780012,0.223527,1.33391,
199,0.103768,0.138886,0.426805,0.197113,0.0741047,0,-0.118635,-0.00916118,0.518968,0.9188,0.00680055,-0.0979195,0.382325,-0.179843,0.547079,-0.411924,-0.533918,-0.198007,-0.630071,0.442196,0.515683,2.57145,1.61904,-0.545369,-0.0139343,2.47598,1.38175,5.90625,1.47349,1.80258,0.218919,-7.17254,-0.769741,0.433024,0.764686,
200,0.118963,0.367169,0.231925,0.140837,-0.0204645,0,0.0754032,0.0113267,0.49191,0.908523,-0.0362869,-0.035716,0.41472,0.18587,0.654476,-0.31309,-0.521918,-0.54555,-0.667547,0.482182,0.57842,2.65855,1.93754,-0.819499,-0.547168,2.93269,0.738671,8.71405,2.81642,2.22311,0.0905934,-3.0767,-0.756207,1.17798,1.73218,
201,0.0957284,0.362611,-0.00952649,-0.0384346,-0.158405,0,0.281161,0.0443769,0.475718,0.927225,0.0137829,-0.00436518,0.374225,0.589278,0.809287,-0.203699,-0.523527,-0.538102,-0.695253,0.536213,0.731417,2.80107,1.46687,0.388409,4.01362,2.25169,-1.25636,2.00242,3.31378,2.02681,-0.102943,1.02264,-0.21064,-0.0464849,4.31542,
202,-0.0443864,0.300583,-0.121533,-0.124132,-0.309947,0,0.254095,0.0490289,0.544394,0.934503,0.0526129,-0.0097314,0.351912,0.54677,0.963777,-0.134338,-0.526589,-0.439332,-0.692255,0.527272,1.00405,1.76151,1.25717,1.74396,-0.0323125,-1.81028,-0.839283,-1.33826,2.868,0.7752,-0.0433402,2.90457,0.314724,-0.120679,6.56001,
203,-0.0251667,0.175872,-0.216678,-0.176035,-0.400109,0,0.204571,0.04617,0.617574,0.939688,0.0662452,-0.0506443,0.331711,0.459058,1.08089,-0.152698,-0.528699,-0.251735,-0.667948,0.513199,1.28553,1.57227,1.16125,1.11762,0.0493792,-1.25621,-0.775637,-2.16747,1.82388,-1.49138,-0.0480708,4.59323,0.650485,-0.438284,0.0661204,
204,-0.0185816,-0.00651224,-0.285321,-0.223047,-0.294908,0,0.125377,0.0331791,0.658505,0.942734,0.0766319,-0.075591,0.315698,0.313372,1.13748,-0.298224,-0.531089,0.00922452,-0.627786,0.48716,1.2407,1.39776,1.05149,0.526448,-0.0396398,-1.06819,-0.401331,-3.64673,0.450799,-4.30669,-0.0456619,5.83371,0.954814,-0.602284,-0.65577,
205,-0.0170662,-0.219736,-0.315616,-0.258397,-0.117353,0,0.00156758,0.00866243,0.669897,0.942725,0.0831507,-0.09929,0.307404,0.0831817,1.11842,-0.545616,-0.533228,0.316409,-0.575038,0.45431,1.2074,1.30889,1.11103,-0.0426584,-0.0469997,-1.02652,-0.642881,-5.53074,-1.19804,-2.36313,-0.0408146,6.46101,1.1569,-0.704369,-0.674764,
206,-0.0144094,-0.379285,0.0276872,-0.143919,-0.0914995,0,-0.170495,-0.0229806,0.655457,0.944755,0.0924331,-0.121169,0.290192,-0.243835,1.01233,-0.539851,-0.535245,0.56549,-0.519815,0.416727,1.13428,1.59164,1.31887,-0.5044,-0.093769,-0.951729,0.285979,-7.54772,-3.03228,0.510611,-0.0355404,0.274224,0.473876,-0.81371,-2.23292,
207,-0.0011655,-0.351652,0.128076,-0.0337891,-0.0275759,0,-0.330363,-0.0444912,0.618179,0.939406,0.093083,-0.140645,0.298446,-0.570846,0.837571,-0.526366,-0.536952,0.520309,-0.521439,0.374311,0.955884,1.82625,1.29019,-1.00376,-0.274375,-0.570637,0.0079992,-1.59065,-3.94742,0.101561,-0.0308157,-1.54132,-0.188426,-0.864919,-4.88011,
208,0.0332235,-0.266378,0.25326,0.0511751,0.0951749,0,-0.306064,-0.0318254,0.561043,0.939502,0.0751382,-0.15199,0.297638,-0.535428,0.638558,-0.524047,-0.538173,0.386642,-0.538492,0.331965,0.653587,2.09435,1.4953,-1.07941,-2.10552,0.422398,0.808707,1.40032,-4.01844,0.0138717,-0.0113928,-3.73733,-0.483725,-0.849322,-7.18688,
209,0.0961886,-0.108241,0.346655,0.114167,0.159219,0,-0.243898,-0.0196481,0.518105,0.936082,0.0153232,-0.154094,0.315866,-0.421654,0.500497,-0.508498,-0.533902,0.153924,-0.565007,0.295559,0.46941,2.37935,1.68387,0.00652884,-0.221185,2.25474,1.21201,3.13173,0.00699066,0.512095,0.361292,-5.45595,-0.482374,-0.609639,1.02584,
210,0.105423,0.109531,0.416684,0.177308,0.104735,0,-0.131883,-0.0101611,0.509405,0.93624,0.00223978,-0.0956529,0.338083,-0.205793,0.53028,-0.454911,-0.520343,-0.155773,-0.591777,0.283649,0.513403,2.63052,1.72484,-0.346432,0.109237,2.53793,0.998283,5.47696,1.00926,1.62257,-0.022044,-6.89193,-0.580028,0.118428,0.490957,
211,0.0968423,0.348856,0.446156,0.223911,0.0181865,0,0.0507691,0.00782423,0.478312,0.933961,-0.0202561,-0.0397771,0.354576,0.137339,0.611837,-0.356193,-0.523122,-0.515795,-0.621701,0.309019,0.557481,2.73925,1.782,-0.898784,-0.173689,2.28459,0.471935,8.22622,2.24069,2.3197,-0.0566711,-7.5032,-0.615087,0.889283,1.26534,
212,0.0910281,0.372621,-0.0251824,-0.0372829,-0.117321,0,0.279068,0.0408461,0.45226,0.950575,0.0150561,-0.00453244,0.310097,0.581215,0.755154,-0.23551,-0.527178,-0.554497,-0.64351,0.372843,0.683571,2.90758,1.39053,0.461138,3.7107,2.111,-2.09008,3.75908,3.34153,2.41634,-0.133037,1.25693,-0.0752428,1.60216,3.73283,
213,-0.0531032,0.302632,-0.144357,-0.151086,-0.279874,0,0.25899,0.046831,0.511116,0.966304,0.0448312,-0.0182968,0.252809,0.552599,0.910797,-0.139123,-0.531453,-0.442526,-0.639091,0.465299,0.93225,1.87459,1.04414,1.34045,-0.370091,-2.06767,-2.48564,-1.43064,2.88988,1.45609,-0.0628506,3.19414,0.273607,2.13628,6.16914,
214,-0.038136,0.168604,-0.231547,-0.211032,-0.412359,0,0.205212,0.0434577,0.573991,0.978236,0.0318189,-0.0697173,0.192827,0.456183,1.02372,-0.118879,-0.534243,-0.241125,-0.614742,0.536291,1.26399,1.68876,1.16461,0.928251,-1.01421,-1.63697,-2.19471,-2.42288,1.64256,-0.630068,-0.0576105,4.87376,0.646807,-0.034026,2.86931,
215,-0.0232401,-0.0238326,-0.296214,-0.264277,-0.342898,0,0.118434,0.029265,0.603311,0.984386,0.018258,-0.104595,0.140397,0.295208,1.06494,-0.224619,-0.537146,0.0337645,-0.575456,0.522183,1.24597,1.46714,1.15971,0.269317,-0.964122,-1.20895,-1.79055,-4.0006,0.0195928,-3.57543,-0.0546531,6.10838,0.924766,-0.427486,-0.778672,
216,-0.0149689,-0.244173,-0.322377,-0.303199,-0.173029,0,-0.0148692,0.00432768,0.600641,0.985926,0.00209797,-0.134177,0.0997103,0.0456931,1.01716,-0.46158,-0.539626,0.352995,-0.525046,0.496852,1.20343,1.29793,1.21709,-0.379289,-0.968658,-0.972287,-1.24916,-5.96245,-1.91608,-5.88418,-0.0440915,6.65662,1.09092,-0.584932,-0.922107,
217,-0.0109611,-0.388463,0.0729037,-0.173335,-0.0680789,0,-0.196271,-0.0244991,0.570385,0.985315,-0.0159615,-0.157867,0.0630735,-0.30325,0.867794,-0.561557,-0.541601,0.580737,-0.518827,0.465473,1.11378,1.85778,1.4469,-0.801688,-1.05667,-0.85841,-0.767791,-7.988,-4.04115,0.927867,-0.034605,-0.458115,-0.146295,-0.681923,-2.64507,
218,0.0667793,-0.344855,0.140496,-0.0468793,-0.0101646,0,-0.326328,-0.0342703,0.534157,0.987103,-0.0128844,-0.152049,0.0484104,-0.57684,0.638284,-0.526026,-0.542827,0.509352,-0.530283,0.430284,0.913072,2.08801,0.682349,-0.620457,1.25954,1.39009,-0.822702,0.194712,-5.12634,0.48085,-0.00157206,-2.1199,-0.311139,-0.71222,-5.3624,
219,0.0701267,-0.241071,0.245609,0.0172346,0.108381,0,-0.29306,-0.0237151,0.495505,0.992155,0.00826691,-0.117885,0.0407877,-0.519829,0.490034,-0.504761,-0.542541,0.348325,-0.55047,0.40746,0.588655,2.43123,0.420296,-0.697876,-0.930921,1.48757,0.870419,1.63981,0.472472,0.345313,0.030429,-4.21734,-0.439397,-0.224723,-7.58247,
220,0.09188,-0.0654444,0.336465,0.081901,0.127154,0,-0.231337,-0.0192959,0.468399,0.99466,-0.0143221,-0.0790655,0.0647615,-0.39549,0.524038,-0.469768,-0.535996,0.0928328,-0.573926,0.408593,0.483389,2.72754,0.414099,-0.395497,0.303405,2.12701,0.997182,3.32056,0.74286,1.03624,0.245365,-5.98916,-0.501408,0.27304,1.02122,
221,0.0981584,0.166765,0.397598,0.142125,0.0615418,0,-0.115756,-0.0092356,0.443462,0.995607,-0.0156376,-0.0189015,0.0903615,-0.172464,0.57512,-0.397604,-0.522286,-0.238444,-0.600677,0.438591,0.522103,2.99844,0.313892,-0.780084,0.125307,2.32383,0.885163,5.58662,1.2969,1.87867,0.220905,-7.3054,-0.589525,0.928293,0.513766,
222,0.0227742,0.383279,0.0702738,0.0336583,-0.0348003,0,0.0634016,0.0100402,0.427393,0.996583,0.00594877,-0.00100386,0.0823784,0.163935,0.657756,-0.292904,-0.522432,-0.572109,-0.624677,0.504045,0.579118,3.24081,-0.713368,0.651053,0.852338,0.135895,-2.00232,7.78056,1.89704,2.31511,-0.0581286,-1.66746,-0.227344,1.70246,1.75397,
223,-0.00193468,0.36345,-0.0762651,-0.0576293,-0.171596,0,0.266473,0.0391602,0.461422,0.99931,0.016207,-0.0128612,0.0308554,0.556289,0.756393,-0.18608,-0.524983,-0.53947,-0.632512,0.533526,0.734545,2.71732,-0.299505,0.845702,-0.547572,-0.580899,-1.78179,6.44729,2.03662,1.94287,-0.0460812,1.18558,-0.0425957,-0.238103,4.43327,
224,-0.0463243,0.297539,-0.169045,-0.190433,-0.321045,0,0.263579,0.0438214,0.500351,0.998889,-0.001207,-0.0453055,0.0128762,0.556966,0.845505,-0.124063,-0.526999,-0.434597,-0.627173,0.522063,1.01658,2.30409,-0.0480471,0.624978,-0.89638,-1.86681,-0.34278,-1.48561,1.52949,0.576546,-0.033225,3.00935,0.253673,-0.219317,6.82633,
