step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
475,0.0515665,-0.17469,0.285024,0.098549,0.147428,0,-0.265356,-0.0214694,0.428607,0.948777,0.00952082,-0.0451032,0.312565,-0.464096,0.496889,-0.520939,-0.532151,0.250007,-0.56483,0.506704,0.519703,2.59264,0.11598,-1.58115,0.920267,0.959534,0.611866,2.42546,0.71807,0.108736,0.0738169,-5.14897,-0.637627,0.734651,-6.41809,
476,0.024714,0.0284041,0.34983,0.156977,0.136834,0,-0.180625,-0.0151451,0.385246,0.936122,-0.00911785,0.00182169,0.351553,-0.296319,0.548942,-0.491282,-0.521387,-0.0402443,-0.594507,0.529464,0.495836,3.19349,-0.0332845,-0.0829467,-0.734878,0.193037,1.36818,4.14944,1.25326,1.11703,0.0597981,-6.51893,-0.486608,-0.0835443,0.821844,
477,-0.0135328,0.263426,0.378074,0.198504,0.0620361,0,-0.0474689,-0.0024694,0.423395,0.931639,-0.00437813,-0.0103098,0.363212,-0.0420761,0.630286,-0.410296,-0.522776,-0.382144,-0.611861,0.52501,0.542335,3.84083,-0.340775,0.917511,-0.12994,-0.91392,0.0336163,6.17024,2.0705,2.09637,-0.0428666,-7.27718,-0.299564,-0.0491845,1.02526,
478,0.00894938,0.37964,-0.042541,0.0374361,-0.0580564,0,0.147575,0.0234006,0.464409,0.936968,0.00415726,-0.0258137,0.348435,0.328264,0.765707,-0.295708,-0.525258,-0.566076,-0.624404,0.520794,0.640372,3.4861,-0.0515616,0.794868,0.825312,-0.266599,-1.6664,8.62615,3.30196,2.49746,-0.0682278,0.72748,-0.177049,-0.117122,2.87467,
479,0.0403842,0.341714,-0.097869,-0.0942869,-0.217806,0,0.268792,0.0497579,0.495935,0.94573,0.0367122,-0.0136091,0.322585,0.573526,0.932499,-0.185287,-0.529172,-0.504309,-0.628149,0.515496,0.849701,3.0223,-0.089537,0.485188,1.84888,0.638638,-0.574188,-0.651079,3.37168,1.91993,-0.0910817,1.69508,0.0308112,-0.0957518,5.47275,
480,-0.0479123,0.262872,-0.169747,-0.142896,-0.373571,0,0.233959,0.0518324,0.562237,0.948145,0.057038,-0.0407746,0.310008,0.515768,1.08023,-0.130474,-0.532801,-0.381301,-0.611459,0.524675,1.17231,2.27883,0.401837,1.53567,-0.258421,-1.91861,-0.527282,-1.49301,2.53709,0.286221,-0.0648186,3.28385,0.575172,0.161247,7.46133,
481,-0.0195313,0.125433,-0.255326,-0.193176,-0.374942,0,0.17596,0.0450886,0.621415,0.949946,0.0657435,-0.0741132,0.296291,0.411432,1.17772,-0.184346,-0.53631,-0.178613,-0.574172,0.52106,1.26717,2.02791,0.278811,0.863271,-0.0498466,-1.10087,-0.397332,-2.66896,1.37202,-2.41925,-0.0723586,4.80842,0.916154,-0.251613,-1.19937,
482,-0.0171368,-0.0617245,-0.311117,-0.23589,-0.243773,0,0.0800472,0.0263714,0.649956,0.94923,0.0712998,-0.100165,0.289563,0.234282,1.20914,-0.370612,-0.539786,0.0875422,-0.521203,0.505124,1.22922,1.86236,0.178441,0.276705,-0.190365,-1.03512,0.00530428,-4.4025,-0.104159,-5.01053,-0.0661676,5.82985,0.981755,-0.384765,-0.308682,
483,-0.0126755,-0.266394,-0.322394,-0.264881,-0.100298,0,-0.0654561,-0.00401725,0.65056,0.947823,0.0716258,-0.12324,0.285156,-0.0371727,1.16061,-0.567648,-0.542937,0.386666,-0.518833,0.483312,1.20276,1.88379,0.334818,-0.231549,-0.201409,-0.909299,-0.658867,-6.42535,-1.82052,0.186453,-0.0623055,6.14384,-0.143807,-0.481608,-0.744555,
484,-0.00637343,-0.375274,0.0419894,-0.138559,-0.0876009,0,-0.256857,-0.0389883,0.62673,0.946083,0.0733954,-0.143716,0.280867,-0.409566,1.02285,-0.535708,-0.545927,0.558864,-0.526536,0.45694,1.11775,2.13824,0.477951,-0.706718,-0.192252,-0.730133,0.787129,-8.45699,-3.6755,0.424863,-0.0560199,-0.469663,-0.165973,-0.578772,-2.63851,
485,0.00543773,-0.332434,0.138364,0.0092209,-0.0135273,0,-0.32582,-0.042842,0.578938,0.941874,0.0675477,-0.160771,0.287164,-0.562901,0.817869,-0.525513,-0.548487,0.489479,-0.541932,0.428249,0.920362,2.44827,0.333099,-1.20928,-0.509089,-0.391326,0.0758447,0.885679,-4.51356,0.0691538,-0.0474989,-2.28433,-0.446914,-0.571811,-5.23644,
486,0.0794762,-0.223005,0.266702,0.067741,0.115236,0,-0.284658,-0.0276087,0.521167,0.94191,0.0329562,-0.16415,0.291159,-0.495157,0.598955,-0.523933,-0.549972,0.321279,-0.571649,0.400758,0.604202,2.6038,0.957737,-0.627828,-1.82095,1.75188,0.990665,1.80307,-4.24694,0.00629153,0.0900735,-4.30651,-0.693649,-0.548525,-7.39671,
487,0.0985285,-0.0477025,0.355744,0.130494,0.155663,0,-0.21174,-0.0166694,0.517655,0.942708,0.0107354,-0.108408,0.315332,-0.359468,0.49806,-0.507646,-0.534725,0.0676205,-0.60604,0.387452,0.476813,2.88258,1.18041,0.028093,0.283568,2.32219,1.07038,3.61844,0.476358,0.715059,0.378317,-5.93326,-0.72821,0.0252497,1.13445,
488,0.0917869,0.181641,0.414764,0.188993,0.0927275,0,-0.0853543,-0.00599777,0.505267,0.940321,-0.00288417,-0.0541989,0.335932,-0.118149,0.545186,-0.444072,-0.521244,-0.260177,-0.644511,0.406966,0.524503,3.06274,1.17915,-0.526375,0.243325,2.13904,0.611583,6.01502,1.40008,1.81856,-0.000981738,-7.16801,-0.808704,0.749188,0.754447,
489,0.0863367,0.391058,0.124351,0.0875359,-0.00991734,0,0.110795,0.0151451,0.465254,0.939966,-0.0165485,-0.00553816,0.340823,0.251039,0.647956,-0.337807,-0.523179,-0.585071,-0.684743,0.460707,0.594584,2.90461,1.37903,-1.09285,0.277174,1.97833,-0.762142,8.74249,2.70128,2.44649,-0.04784,-1.42229,-0.802063,1.40538,2.03346,
490,-0.00177327,0.36263,-0.0619709,-0.0876841,-0.159946,0,0.282822,0.0431928,0.475698,0.955851,0.0170246,0.00421694,0.293328,0.590889,0.785518,-0.218463,-0.526779,-0.538132,-0.704349,0.539659,0.760186,1.64363,0.775269,2.0358,0.548282,-0.57803,-0.903853,0.167114,2.79103,2.23289,-0.0912445,1.55507,0.124888,0.403729,4.43208,
491,-0.0225257,0.282557,-0.16874,-0.154112,-0.321043,0,0.249259,0.0449282,0.568712,0.959917,0.0330446,-0.0180199,0.277745,0.533107,0.905687,-0.138715,-0.530908,-0.411427,-0.690076,0.528877,1.04132,1.56951,0.812217,1.62763,0.26144,-1.18205,-0.606492,-1.48756,2.02018,0.973623,-0.0779124,3.50407,0.439891,-0.318103,6.8155,
492,0.00669838,0.137004,-0.259214,-0.206339,-0.393125,0,0.193037,0.0390034,0.634704,0.962749,0.0466591,-0.0356133,0.263948,0.429441,0.975886,-0.149507,-0.534903,-0.19529,-0.660501,0.509132,1.26005,1.34436,0.706544,0.996674,0.43326,-0.341305,-0.534496,-2.65134,0.796982,-1.38659,-0.0845836,5.13127,0.73984,-0.46851,-0.343563,
493,0.0162233,-0.0632911,-0.320824,-0.251619,-0.297508,0,0.0988792,0.0229609,0.671062,0.964188,0.0571735,-0.0374146,0.256266,0.252498,0.976759,-0.288755,-0.539044,0.08977,-0.617193,0.487411,1.23162,1.15476,0.590744,0.461959,0.30741,-0.0701225,-0.102391,-4.4111,-0.749961,-4.16095,-0.0800201,6.26153,0.991568,-0.401175,-0.345956,
494,0.02917,-0.283522,-0.342141,-0.281664,-0.115187,0,-0.0465032,-0.00177942,0.68106,0.962922,0.0627996,-0.0328093,0.260308,-0.0213822,0.893727,-0.546165,-0.542849,0.412912,-0.564407,0.470642,1.203,0.996273,0.551384,-0.0504622,0.278065,0.300453,0.222207,-6.51948,-2.55652,-4.94497,-0.0716264,6.66483,1.1211,-0.268894,-0.794536,
495,0.0286621,-0.381993,0.0800738,-0.133191,-0.0752101,0,-0.241211,-0.0267615,0.667131,0.961142,0.0684142,-0.0259106,0.266185,-0.40085,0.717156,-0.550574,-0.546276,0.569975,-0.515312,0.462586,1.11261,1.42576,0.873088,-0.509686,0.192959,0.282335,0.947191,-8.65931,-4.49535,0.832867,-0.0638693,-0.920181,0.220539,-0.0658035,-2.80543,
496,0.0230849,-0.327798,0.166129,0.0132438,-0.00958429,0,-0.313179,-0.0254716,0.62801,0.958785,0.0672193,-0.0174916,0.275511,-0.560706,0.487972,-0.522595,-0.549248,0.482109,-0.52229,0.465453,0.905871,1.75119,0.684549,-1.02957,0.131566,0.118063,-0.0770979,0.815415,-1.7989,0.287685,-0.0566867,-2.58577,-0.265577,0.172924,-5.43936,
497,0.0218251,-0.208054,0.278318,0.0761377,0.115436,0,-0.279256,-0.0232153,0.56428,0.958355,0.0739212,-0.0160122,0.275381,-0.4909,0.507971,-0.510269,-0.552036,0.299069,-0.539711,0.478002,0.580631,1.91631,0.63359,-1.54509,0.333229,0.0788459,0.0812462,1.96743,0.820992,0.203746,-0.0546025,-4.71831,-0.431906,0.328425,-7.55566,
498,0.00951864,-0.0151586,0.36239,0.138845,0.135255,0,-0.206451,-0.0180282,0.489144,0.954804,0.0412119,-0.0323905,0.292579,-0.344731,0.561693,-0.480103,-0.553437,0.0214734,-0.563065,0.497302,0.480854,2.44757,0.664997,-1.46998,-3.00601,-0.278324,1.45115,3.86552,1.31675,0.994456,-0.00508525,-6.36879,-0.498316,0.442259,1.11316,
499,0.0890368,0.2231,0.413231,0.192504,0.0667678,0,-0.0744019,-0.00547279,0.427265,0.945991,-0.0128878,-0.0222437,0.323171,-0.0902924,0.650942,-0.410661,-0.547559,-0.321421,-0.587301,0.520367,0.531431,2.86697,0.845574,-0.908529,1.14461,2.03259,0.657617,6.23133,2.23382,1.79984,0.291881,-7.32909,-0.477412,0.493303,0.905488,
500,0.0345312,0.385691,-0.000738584,0.0372715,-0.0417233,0,0.115784,0.0194128,0.458871,0.952685,0.0189497,-0.00151313,0.303365,0.269381,0.774024,-0.306585,-0.532969,-0.576118,-0.592115,0.527603,0.619037,3.82984,0.391756,1.27704,1.19608,0.465438,-1.82746,8.39902,2.89611,2.30961,0.276457,0.240984,0.108704,-0.10054,2.54615,
501,-0.0306641,0.352435,-0.0732754,-0.0930112,-0.192718,0,0.277139,0.0505534,0.518022,0.963361,0.0414588,0.00592261,0.264919,0.589351,0.921991,-0.20183,-0.522119,-0.521575,-0.583131,0.524415,0.814123,2.99011,0.345484,1.42626,0.214582,-1.40864,-0.724269,0.0821886,3.02726,1.85753,0.02257,1.5072,0.25227,-0.0271226,5.24995,
502,-0.0388022,0.273893,-0.178814,-0.157691,-0.35053,0,0.242903,0.0520244,0.579696,0.966154,0.0546509,-0.0317005,0.25011,0.531224,1.05269,-0.146302,-0.523162,-0.398125,-0.561494,0.517737,1.13474,2.84486,0.3472,0.977869,0.0535543,-1.64517,-0.518952,-1.51729,2.20592,0.381438,-0.0262864,3.41847,0.609232,-0.244171,7.55453,
503,-0.00812719,0.13144,-0.266237,-0.209566,-0.371081,0,0.184389,0.0446473,0.611589,0.967586,0.0666026,-0.0577174,0.236663,0.424115,1.13131,-0.191331,-0.524767,-0.187264,-0.522474,0.498703,1.26809,2.57441,0.253028,0.322256,0.245706,-0.759662,-0.446457,-2.75624,0.948433,-2.16248,-0.0363276,5.00176,0.776653,-0.514044,-1.10422,
504,0.00031333,-0.0633767,-0.324147,-0.253866,-0.248415,0,0.0862512,0.0255248,0.614572,0.967847,0.0728615,-0.0714181,0.229918,0.240729,1.13896,-0.364436,-0.526498,0.0898917,-0.52,0.472095,1.23077,2.38646,0.158924,-0.21584,0.0123137,-0.517443,-0.0281351,-4.56362,-0.629041,-4.74059,-0.0321944,6.07638,-0.105188,-0.550879,-0.33492,
505,0.00414931,-0.276476,-0.337292,-0.28354,-0.0977547,0,-0.0636504,-0.00404797,0.590185,0.967187,0.0756871,-0.0812764,0.228504,-0.040953,1.06153,-0.571319,-0.527995,0.402083,-0.522938,0.44527,1.20273,2.40295,0.299727,-0.728362,0.0952345,-0.408072,-0.576286,-6.6695,-2.4516,-0.0414077,-0.0297161,6.42091,-0.0228607,-0.515723,-0.78149,
506,0.0397382,-0.37574,0.0538581,-0.148343,-0.0847925,0,-0.261259,-0.035418,0.542938,0.966546,0.0770596,-0.0873589,0.228516,-0.427817,0.889463,-0.537613,-0.529362,0.559634,-0.524557,0.420263,1.1141,2.57311,0.567009,-0.964384,-0.883353,0.619744,0.515148,-8.7839,-4.42591,0.50166,-0.0220176,-0.629559,-0.0226916,-0.480261,-2.75038,
507,0.0664946,-0.327485,0.151543,0.00502488,-0.00971816,0,-0.325178,-0.0344988,0.487124,0.972198,0.0333132,-0.0675312,0.221722,-0.573936,0.645794,-0.52551,-0.530195,0.481613,-0.531828,0.40517,0.911118,2.82389,0.428629,-1.37867,-1.71342,1.39445,-0.645658,1.24962,-5.3054,0.073658,-0.0138346,-2.46834,-0.273684,-0.135146,-5.34711,
508,0.100751,-0.210109,0.263626,0.0658038,0.120301,0,-0.276147,-0.0223057,0.408557,0.97753,-0.00462704,-0.0390694,0.207093,-0.485768,0.493218,-0.523054,-0.53026,0.302112,-0.551214,0.410351,0.590263,2.90458,0.182318,-1.50805,0.705463,2.39153,0.0549636,2.24769,0.382486,0.0882078,0.077248,-4.6986,-0.492287,0.320912,-7.48965,
509,-0.0464685,-0.0223187,0.315973,0.123251,0.145988,0,-0.198282,-0.0163029,0.372315,0.972618,-0.00436745,0.00847638,0.232214,-0.331474,0.528244,-0.498293,-0.521407,0.031619,-0.573193,0.442997,0.485026,2.46035,-0.622414,0.341421,-1.18645,-1.8654,1.03883,3.87947,0.859763,0.906251,0.000241604,-6.18389,-0.356615,1.02831,0.975016,
510,-0.0110263,0.206282,0.357536,0.16931,0.0793962,0,-0.0735621,-0.00510341,0.428073,0.966588,-0.00481844,-0.016798,0.255737,-0.0932992,0.587444,-0.427193,-0.523021,-0.296446,-0.585561,0.485075,0.528564,2.95304,-0.744396,1.067,-0.145533,-0.841715,0.876288,5.77702,1.58587,1.9253,-0.0355518,-7.08924,-0.265483,0.655734,0.767721,
511,0.0112896,0.385579,-0.00144637,0.0376333,-0.0274157,0,0.110568,0.0164481,0.471361,0.963094,0.000320357,-0.0381229,0.266452,0.254026,0.695435,-0.3181,-0.524816,-0.575933,-0.598801,0.515531,0.603748,2.68762,-0.420203,0.74017,0.167135,-0.198513,-0.848321,8.11213,2.72007,2.45843,-0.0476216,-0.218648,-0.235781,0.580758,2.21571,
512,0.0122642,0.355974,-0.0897198,-0.0886535,-0.179063,0,0.269844,0.0441674,0.496589,0.966856,0.00906571,-0.0429012,0.251528,0.568592,0.834764,-0.203361,-0.527209,-0.527307,-0.607212,0.526421,0.782412,2.37199,-0.309187,0.255062,0.343718,-0.172735,0.153825,0.523685,2.85472,2.1116,-0.0492856,1.42104,-0.104412,-0.0628407,4.90589,
513,-0.0286949,0.282702,-0.162773,-0.141503,-0.340631,0,0.246389,0.0472895,0.507945,0.964858,0.0213229,-0.0447089,0.258062,0.531161,0.956849,-0.132799,-0.529873,-0.411649,-0.602673,0.523808,1.08467,1.82299,0.120076,1.20768,-0.143593,-1.35943,-0.110744,-1.07079,1.99678,0.750614,-0.054903,2.99236,0.413897,-0.0589052,6.94087,
514,-0.0419313,0.155172,-0.252109,-0.190545,-0.390864,0,0.201375,0.0429858,0.55861,0.960729,0.023717,-0.0955466,0.259438,0.449163,1.02842,-0.157997,-0.532113,-0.221587,-0.573542,0.515785,1.26791,1.62881,0.0386107,0.684971,-0.360382,-1.74471,0.198514,-2.20568,0.872989,-1.73815,-0.0472485,4.60755,0.740204,-0.261506,-0.800773,
515,-0.0397975,-0.0277644,-0.318355,-0.234877,-0.28162,0,0.119565,0.0284748,0.577093,0.953294,0.0238421,-0.139143,0.267025,0.295243,1.03605,-0.313906,-0.53442,0.0393376,-0.529582,0.495268,1.23204,1.46101,-0.0851287,0.0466309,-0.461883,-1.68524,0.625518,-3.93655,-0.556357,-4.47601,-0.0445144,5.8195,1.01642,-0.556879,-0.36989,
516,-0.0348899,-0.238671,-0.346806,-0.26696,-0.10405,0,-0.013262,0.00404231,0.563419,0.941852,0.0176141,-0.180321,0.283002,0.0449541,0.965702,-0.565761,-0.536544,0.344719,-0.517195,0.460756,1.20876,1.41521,-0.0578379,-0.563714,-0.58799,-1.54533,0.446324,-6.04037,-2.24072,-2.09958,-0.0415138,6.40468,-0.171547,-0.815127,-0.558022,
517,0.0103413,-0.381097,0.0172606,-0.140884,-0.0894809,0,-0.198909,-0.0235041,0.533078,0.936128,0.0420466,-0.190785,0.292401,-0.312618,0.807588,-0.544543,-0.534811,0.56849,-0.524004,0.414248,1.13726,1.63978,0.225058,-0.655911,1.90835,-0.23592,0.839756,-8.25481,-4.07408,0.687097,0.0939854,-0.176289,-0.105588,-1.0564,-2.27977,
518,0.0651995,-0.346505,0.122129,-0.000716881,-0.0277308,0,-0.332948,-0.0322188,0.499486,0.929278,0.064602,-0.177926,0.317194,-0.594521,0.582201,-0.526457,-0.529935,0.512007,-0.533457,0.36468,0.956414,1.61788,0.732689,-0.349903,-0.925316,1.35712,0.396021,0.573186,-4.93817,0.116831,0.110198,-1.75804,-0.276133,-0.915573,-4.92769,
519,0.0819481,-0.257983,0.243286,0.0674936,0.0955307,0,-0.293855,-0.024095,0.499061,0.930253,0.0385111,-0.139264,0.337271,-0.52094,0.496825,-0.524033,-0.521801,0.373872,-0.548891,0.330762,0.652694,1.90791,0.970766,-0.056427,-0.218422,1.85196,1.15796,1.91136,0.63809,0.0138164,-0.0013962,-3.85324,-0.390584,-0.436875,-7.20092,
520,0.0761382,-0.0940052,0.341276,0.133686,0.157997,0,-0.225733,-0.0192981,0.491134,0.925521,0.0177654,-0.104435,0.363577,-0.383432,0.540581,-0.506404,-0.523051,0.13355,-0.57189,0.324112,0.468912,2.16855,1.11218,-0.0138268,0.186052,1.68174,1.32146,3.56667,1.10927,0.65378,-0.015806,-5.67987,-0.501791,0.156411,1.04273,
521,0.0718369,0.12878,0.407258,0.195222,0.0979235,0,-0.103957,-0.00849334,0.479978,0.91671,9.99818e-05,-0.0666364,0.393958,-0.147356,0.619017,-0.445794,-0.523666,-0.183431,-0.599486,0.345642,0.514695,2.38065,1.18105,-0.485195,-0.0267939,1.55613,1.13983,5.86134,2.02005,1.76688,-0.0105929,-7.00618,-0.605617,0.703977,0.569337,
522,0.0341104,0.364944,0.348677,0.195329,0.00406951,0,0.0849039,0.0147028,0.453784,0.911409,-0.00691629,-0.0327961,0.410135,0.210356,0.750682,-0.341083,-0.523398,-0.54191,-0.628085,0.393631,0.566198,3.27624,1.16816,0.88728,1.08757,0.462834,-0.591405,8.09992,2.87946,2.45286,-0.000226825,-5.79682,-0.203401,1.24735,1.51638,
523,0.025079,0.37028,-0.0279793,-0.0467947,-0.138564,0,0.287741,0.0524098,0.498951,0.93,0.0399804,-0.00889569,0.36527,0.61058,0.922674,-0.218312,-0.524231,-0.55065,-0.630978,0.461948,0.706899,2.8384,1.18345,0.686254,2.34977,0.200748,-1.49614,1.76439,4.06035,2.39072,-0.0220662,1.1863,0.00578326,1.434,4.08762,
524,-0.0391044,0.302108,-0.133246,-0.136443,-0.302903,0,0.250052,0.0568325,0.539156,0.939904,0.0799773,-0.00622973,0.331882,0.549473,1.11198,-0.12712,-0.524746,-0.44171,-0.619853,0.532077,0.973007,2.12423,1.17937,1.47748,-0.232988,-1.65551,-1.36509,-1.74276,3.51686,1.27783,0.0056541,3.07118,0.541251,0.583983,6.44459,
525,-0.00207409,0.173802,-0.217714,-0.189657,-0.422807,0,0.188407,0.0509844,0.604468,0.951423,0.0822738,-0.0421512,0.293682,0.439973,1.24557,-0.119253,-0.524498,-0.24871,-0.58226,0.526708,1.29531,1.88249,1.22316,1.02394,-0.551634,-0.584443,-1.86737,-2.63262,0.461212,-0.943759,-0.00385834,4.64858,0.949403,-0.326867,1.37571,
526,0.010483,-0.00852558,-0.279479,-0.238205,-0.3331,0,0.099885,0.0306692,0.640558,0.963565,0.0741953,-0.0497895,0.252108,0.271398,1.21398,-0.242213,-0.524738,0.0120765,-0.526749,0.510284,1.24886,1.67575,1.13762,0.444506,-0.491585,-0.221751,-1.45329,-4.09618,-1.35331,-3.95008,-0.00263421,5.77084,1.27097,-0.331203,-0.916337,
527,0.0270587,-0.216442,-0.302196,-0.272188,-0.149436,0,-0.0320382,0.0020909,0.65047,0.971658,0.0615703,-0.0500754,0.22267,0.0203414,1.10391,-0.495755,-0.524659,0.31151,-0.518391,0.495866,1.2024,1.47595,1.12256,-0.0573421,-0.559188,0.257576,-0.919833,-5.92926,-3.03578,-6.17296,0.00654618,6.2037,-0.148101,-0.247643,-0.941563,
528,0.0277872,-0.386667,-0.00957047,-0.182789,-0.0807589,0,-0.207879,-0.0272125,0.636157,0.980019,0.051885,-0.0430492,0.18713,-0.32278,0.905628,-0.545074,-0.524357,0.577744,-0.524846,0.488903,1.11686,1.86033,1.45057,-0.528382,-0.404915,0.278947,-0.782316,-7.80108,-4.88425,0.584063,0.0084476,1.01394,-0.115666,-0.0521067,-2.46309,
529,0.0382282,-0.355697,0.146901,-0.026236,-0.0144356,0,-0.333274,-0.0348706,0.596314,0.983998,0.0392072,-0.0342309,0.17041,-0.591522,0.633351,-0.527534,-0.52386,0.526858,-0.535546,0.491447,0.925979,2.17828,1.28946,-1.08015,-0.623868,0.58154,-1.27184,0.546362,-5.99293,0.146168,0.0128251,-1.88319,-0.312102,0.172051,-5.15135,
530,0.0208879,-0.258375,0.267908,0.0388159,0.11225,0,-0.291714,-0.0233791,0.530544,0.98951,0.0274042,-0.026009,0.139434,-0.517464,0.485297,-0.522869,-0.523506,0.374467,-0.556891,0.506798,0.60974,2.35648,1.18788,-1.54175,-0.238619,0.0802789,-1.1765,2.01051,0.703479,0.0398549,-0.0013092,-4.19577,-0.537645,0.437654,-7.47835,
531,0.00699659,-0.0825667,0.353814,0.096582,0.150463,0,-0.218768,-0.0182847,0.44667,0.992729,0.00699081,-0.0385573,0.113815,-0.370743,0.529718,-0.500653,-0.523552,0.11722,-0.586655,0.526361,0.477916,2.77009,1.00429,-1.56975,-3.06871,-0.321335,0.0394821,3.82975,0.997674,0.815688,0.000423161,-5.9964,-0.598953,0.0465029,1.08905,
532,0.032284,0.144316,0.359218,0.13796,0.0881016,0,-0.091163,-0.00693218,0.406691,0.992184,-0.0128463,-0.00817658,0.123854,-0.125444,0.593482,-0.433601,-0.523325,-0.205857,-0.613124,0.524573,0.518128,3.25409,-0.210744,0.854399,1.29741,0.410062,-0.0442936,5.69499,1.38422,1.93238,0.00322759,-6.81322,-0.315273,-0.0336457,0.516373,
533,0.00800838,0.370875,0.300159,0.13669,-0.0104258,0,0.0893993,0.0136031,0.456539,0.993429,0.00767748,-0.00938752,0.113802,0.213839,0.683216,-0.322876,-0.523496,-0.551627,-0.62581,0.523861,0.570599,3.33587,-0.438574,0.772329,0.883928,-0.292035,-0.807418,7.93926,2.25175,2.49498,-0.00536387,-5.76604,-0.260624,-0.00312598,1.5574,
534,0.038606,0.371544,-0.0782005,-0.105557,-0.152818,0,0.288075,0.0459491,0.484015,0.996411,0.0371991,-0.0133588,0.0748482,0.603729,0.81794,-0.20174,-0.524056,-0.552725,-0.635656,0.523629,0.714226,2.91479,-0.0852137,0.413083,0.867653,0.592279,-1.09011,1.76856,3.12184,2.30072,-0.0191284,1.34486,-0.0958738,-0.00910509,4.15818,
535,-0.0386716,0.298514,-0.160882,-0.190282,-0.313293,0,0.253985,0.0482843,0.518113,0.997146,0.0377411,-0.0337544,0.0560093,0.545643,0.951078,-0.117822,-0.524261,-0.436113,-0.630919,0.523877,0.985141,2.15308,0.50858,1.33366,-1.56514,-1.64249,-0.954481,-1.80044,2.20794,1.09433,0.00548169,3.18375,0.388289,0.00695691,6.53662,
536,-0.0213492,0.16525,-0.246564,-0.243305,-0.412895,0,0.190672,0.0408169,0.575203,0.996713,-0.00399341,-0.0751853,0.0298993,0.428372,1.02386,-0.121113,-0.52392,-0.236238,-0.602289,0.517434,1.26933,1.9432,0.604747,0.771903,-1.63869,-1.14104,-0.909912,-2.88722,0.714717,-1.21119,0.00152093,4.83159,0.730015,-0.269656,0.443486,
537,-0.0124748,-0.0238834,-0.305346,-0.288636,-0.320749,0,0.0918853,0.022864,0.597496,0.993998,-0.0421517,-0.100486,0.00968643,0.242197,1.014,-0.25538,-0.52383,0.0338365,-0.559366,0.500207,1.23757,1.7362,0.599094,0.127659,-1.60645,-0.884391,-0.447623,-4.54485,-1.09424,-4.13581,0.00396401,5.96101,0.986146,-0.418701,-0.536485,
538,0.0628554,-0.236104,-0.326926,-0.316982,-0.138356,0,-0.0549125,-0.00303303,0.592183,0.99187,-0.0710565,-0.105232,0.00843375,-0.035894,0.907479,-0.51446,-0.522872,0.340866,-0.518159,0.477033,1.20656,1.45119,0.467198,-0.188542,-0.152974,1.29616,0.917974,-6.57392,-3.15284,-6.17645,0.0141495,6.31099,0.0973905,-0.513059,-0.710771,
539,0.0635647,-0.376221,0.018594,-0.197688,-0.081718,0,-0.247572,-0.0268532,0.572814,0.994355,-0.0760134,-0.071408,0.0195323,-0.414853,0.695324,-0.550755,-0.523332,0.560428,-0.52208,0.463561,1.12879,1.95615,0.556132,-0.60326,-0.229919,1.31628,1.24501,-8.59074,-5.31871,0.786094,-0.0105619,-0.00747589,-0.111697,-0.0470542,-2.38323,
540,0.0700531,-0.342483,0.115452,-0.0425634,-0.0237812,0,-0.315675,-0.0249098,0.537085,0.995953,-0.0755437,-0.0280293,0.039812,-0.566948,0.471952,-0.52447,-0.523572,0.505542,-0.53245,0.473353,0.943474,2.06972,0.140099,-0.820378,0.605308,1.50441,0.697196,1.00764,-0.0132226,0.259429,-0.00134345,-1.98218,-0.297232,0.429893,-5.00302,
541,0.074119,-0.243219,0.230465,0.0203555,0.0965864,0,-0.2824,-0.0236393,0.483118,0.996476,-0.0608533,0.0116796,0.056538,-0.496963,0.510944,-0.516096,-0.523642,0.351557,-0.551539,0.506867,0.636703,2.17584,0.028562,-1.35589,0.70558,1.62246,0.846859,1.78561,0.73927,0.0762922,-0.00140534,-4.1595,-0.466073,0.906334,-7.25084,
542,-0.0720297,-0.0687588,0.30941,0.0826343,0.153516,0,-0.219982,-0.0190259,0.424793,0.996992,-0.025038,-0.00902711,0.0727921,-0.371641,0.549862,-0.494739,-0.523568,0.0975487,-0.577454,0.531678,0.460347,1.69688,-0.519335,-1.07793,1.7441,-2.60896,0.674574,3.24546,0.826833,0.776952,0.00722353,-5.99449,-0.574166,-0.154232,1.30805,
543,0.0675705,0.15821,0.345296,0.133086,0.0879735,0,-0.109063,-0.00887844,0.39957,0.993488,-0.008837,-0.00901639,0.113238,-0.157952,0.603675,-0.433823,-0.523422,-0.225999,-0.600843,0.510402,0.518815,2.62159,-0.865161,0.133295,-0.360919,1.43246,1.855,5.2204,1.28001,1.64799,0.00153006,-6.91098,-0.355078,-0.670195,0.899918,
544,-0.000450361,0.373618,0.101058,0.0556714,-0.0119452,0,0.0523123,0.00917391,0.447001,0.99295,-0.0141954,-0.0233546,0.115337,0.145031,0.67934,-0.334492,-0.5235,-0.556136,-0.609737,0.493477,0.593902,3.02198,-1.53382,1.31181,0.426337,-0.536516,-1.06208,7.05445,1.85404,2.29584,-0.00547423,-2.69653,-0.0886804,-0.0512516,2.05285,
