step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
166,0.00745435,0.0142316,0.800144,1.43481,-0.0829009,-0.012934,-0.571392,-0.81577,1.36736,1.16694,-0.616868,-0.372781,0.302186,-0.373245,
167,0.00918333,0.0162335,0.795091,1.44377,-0.0875966,-0.0159341,-0.569121,-0.814043,1.39089,1.07349,-0.557126,-0.37722,0.265782,0.803611,
168,0.0109265,0.0158239,0.791669,1.45198,-0.0918051,-0.0189591,-0.567126,-0.802966,1.41442,0.980277,-0.495093,-0.378966,0.233156,1.96404,
169,0.0126705,0.0144398,0.789081,1.45945,-0.0955134,-0.0219856,-0.565388,-0.782662,1.43748,0.886523,-0.432132,-0.377573,0.201659,3.11048,
170,0.0144002,0.0129651,0.787118,1.46616,-0.098717,-0.0249875,-0.563901,-0.753238,1.4598,0.791613,-0.368996,-0.372779,0.170558,4.24406,
171,0.0160995,0.0119822,0.785947,1.47211,-0.101416,-0.0279369,-0.562659,-0.714793,1.48119,0.695063,-0.30613,-0.364446,0.140269,5.36553,
172,0.0177521,0.0119188,0.785986,1.47728,-0.103615,-0.0308055,-0.561653,-0.667421,1.50153,0.596495,-0.243844,-0.35252,0.111948,6.47584,
173,0.0193415,0.0131305,0.787824,1.48165,-0.105318,-0.0335644,-0.560859,-0.611205,1.52075,0.495637,-0.182415,-0.337015,0.0872651,7.57647,
174,0.0208512,0.0159503,0.792149,1.4852,-0.106533,-0.0361855,-0.56024,-0.546214,1.53879,0.392325,-0.122158,-0.318001,0.0683,8.66973,
175,0.0222655,0.0207165,0.799671,1.48792,-0.107272,-0.0386411,-0.55974,-0.472492,1.55565,0.286523,-0.063464,-0.295602,0.0575067,9.75893,
176,0.0235692,0.02779,0.811016,1.48978,-0.107548,-0.0409048,-0.559283,-0.390056,1.57134,0.178343,-0.0068426,-0.26999,0.0577115,10,
177,0.0247479,0.0375634,0.826579,1.49077,-0.107381,-0.0429518,-0.558767,-0.298882,1.5859,0.0680847,0.0470482,-0.241384,0.0721369,10,
178,0.0257887,0.0504586,0.846344,1.49087,-0.106795,-0.0447593,-0.558065,-0.198904,1.59938,-0.0437107,0.0973681,-0.210053,0.104432,10,
179,0.0266797,0.0669072,0.869693,1.49007,-0.105824,-0.0463067,-0.557017,-0.0900077,1.6119,-0.156181,0.14307,-0.176316,0.158689,10,
180,0.0274106,0.0872966,0.895295,1.48837,-0.104508,-0.0475763,-0.555428,0.0279649,1.62358,-0.268041,0.182899,-0.140556,0.239407,10,
181,0.0279733,0.111864,0.921156,1.48579,-0.102901,-0.0485538,-0.553069,0.155205,1.63464,-0.377456,0.215438,-0.103244,0.351344,10,
182,0.028362,0.140525,0.944971,1.48235,-0.101066,-0.049229,-0.549669,0.291922,1.64539,-0.481926,0.239251,-0.064976,0.499157,10,
183,0.0285739,0.172628,0.964727,1.4781,-0.0990792,-0.0495971,-0.544926,0.438319,1.65635,-0.578201,0.253135,-0.026537,0.686744,10,
184,0.0286106,0.206685,0.979336,1.47313,-0.0970224,-0.0496608,-0.538513,0.594571,1.66829,-0.662314,0.256536,0.0110253,0.916179,10,
185,0.028479,0.240115,0.988907,1.46755,-0.0949787,-0.0494322,-0.530099,0.760809,1.68237,-0.729769,0.250086,0.0463261,1.18626,10,
186,0.0281182,0.0298371,0.997011,1.46236,-0.0925451,-0.0488054,-0.518464,0.896428,1.61258,-0.533529,0.400933,0.112873,1.75888,10,
187,0.0274373,-0.112793,0.998382,1.45854,-0.0888371,-0.0476227,-0.503478,0.94713,1.55491,-0.444804,0.523944,0.178922,1.96702,2.85853,
188,0.0264579,-0.131136,0.998462,1.45497,-0.0845213,-0.0459215,-0.488003,0.952729,1.5135,-0.457101,0.54949,0.244637,1.89033,-0.96925,
189,0.0251938,-0.0975281,0.998267,1.4511,-0.0801629,-0.043726,-0.473464,0.93746,1.4867,-0.515755,0.536245,0.30331,1.73835,-2.58354,
190,0.0236831,-0.0518802,0.998063,1.44667,-0.0759276,-0.0411027,-0.460079,0.914473,1.4725,-0.594982,0.52055,0.352009,1.60496,-3.0281,
191,0.0219712,-0.011639,0.997978,1.44156,-0.0717735,-0.0381301,-0.447573,0.890517,1.46792,-0.682522,0.51709,0.390846,1.52003,-2.89886,
192,0.0200999,0.0182951,0.998039,1.43574,-0.0675912,-0.0348811,-0.435555,0.868728,1.46986,-0.772562,0.528205,0.421266,1.48382,-2.52587,
193,0.0181039,0.0386478,0.998206,1.4292,-0.0632737,-0.0314162,-0.423674,0.850279,1.47575,-0.86246,0.551172,0.44491,1.48649,-2.08389,
194,0.0160115,0.0518568,0.998427,1.42195,-0.0587406,-0.0277841,-0.41166,0.835336,1.48377,-0.951155,0.582171,0.463112,1.51711,-1.65892,
195,0.0138454,0.060364,0.998657,1.41399,-0.0539408,-0.0240246,-0.399324,0.823591,1.49273,-1.03837,0.617891,0.476783,1.56689,-1.28777,
196,0.0116253,0.0660743,0.998872,1.40534,-0.0488459,-0.0201717,-0.386539,0.814559,1.50197,-1.12419,0.655943,0.486474,1.62975,-0.981101,
197,0.00936887,0.0703044,0.999063,1.39601,-0.0434433,-0.0162561,-0.373213,0.807727,1.51115,-1.20887,0.694792,0.49248,1.70184,-0.73673,
198,0.0070928,0.0738912,0.999227,1.386,-0.0377303,-0.0123066,-0.359282,0.802625,1.52013,-1.29268,0.733543,0.494931,1.78095,-0.546896,
199,0.00481341,0.0773273,0.999365,1.37532,-0.0317093,-0.00835155,-0.344695,0.798856,1.52892,-1.37592,0.771745,0.493871,1.86594,-0.40219,
200,0.00254691,0.0808757,0.999481,1.36399,-0.0253856,-0.00441901,-0.329406,0.796094,1.53756,-1.45884,0.809223,0.489308,1.95637,-0.293482,
201,0.000309485,0.0846551,0.999578,1.35198,-0.0187649,-0.000536969,-0.313372,0.794086,1.54612,-1.54166,0.845968,0.481242,2.05213,-0.21276,
202,-0.00142184,0.234986,0.999474,1.33931,-0.0124982,0.00246696,-0.29649,0.792634,1.54394,-1.62575,0.693016,0.235471,2.17098,-0.153342,
203,-0.00205957,0.269655,0.99962,1.32599,-0.00704084,0.00357343,-0.277848,0.791588,1.56249,-1.70495,0.686987,0.0606861,2.48799,-0.110233,
204,-0.00211752,0.235928,0.999792,1.31203,-0.00123432,0.00367399,-0.256515,0.790838,1.58882,-1.78479,0.773395,-0.024563,2.84396,-0.078964,
205,-0.00190834,0.188476,0.999887,1.29743,0.00535609,0.00331105,-0.232542,0.790302,1.613,-1.86799,0.878147,-0.0611531,3.14878,-0.0563044,
206,-0.00157701,0.154084,0.999934,1.28214,0.0127329,0.00273617,-0.2064,0.789921,1.63195,-1.95474,0.965982,-0.0825083,3.38635,-0.039949,
207,-0.000965234,-0.200773,0.999788,1.26654,0.0213096,0.00167472,-0.179733,0.789452,1.87533,-1.8228,1.32987,-0.275634,2.94951,-0.112174,
208,0.00088104,-0.504659,0.996276,1.25345,0.0330035,-0.00152864,-0.161372,0.788638,2.19131,-1.45793,1.54068,-0.501845,1.71717,-0.088124,
209,0.00340016,-0.512778,0.945483,1.24305,0.0446822,-0.00589944,-0.152886,0.78807,2.3393,-1.15116,1.35479,-0.578525,0.44805,-0.0541673,
210,0.00612021,-0.43461,0.575306,1.23485,0.0544165,-0.010619,-0.153704,0.787745,2.41739,-0.909244,1.06883,-0.594593,-0.626386,-0.0279589,
211,0.00884979,-0.326461,-0.240556,1.22832,0.0618795,-0.0153553,-0.16216,0.787521,2.46394,-0.734993,0.793914,-0.585523,-1.47034,-0.0264128,
212,0.011477,-0.209165,-0.688069,1.22291,0.0673095,-0.0199143,-0.176183,0.785021,2.47435,-0.630491,0.563811,-0.551572,-2.02287,-0.580045,
213,0.0139044,-0.101835,-0.816258,1.21806,0.0711476,-0.024127,-0.193482,0.776061,2.45487,-0.593743,0.397408,-0.49934,-2.29111,-1.64266,
214,0.0160825,-0.027815,-0.845387,1.21326,0.0739636,-0.0279073,-0.212087,0.75821,2.42698,-0.613948,0.311889,-0.445383,-2.35581,-2.8108,
215,0.0180272,0.00229449,-0.84376,1.20816,0.0763922,-0.031283,-0.230765,0.73096,2.40692,-0.662997,0.300273,-0.399852,-2.31683,-4.00274,
216,0.01978,0.00275548,-0.835222,1.20262,0.0789138,-0.0343258,-0.249036,0.694162,2.3964,-0.723388,0.332924,-0.361586,-2.2526,-5.19666,
217,0.0213541,0.0022021,-0.824769,1.19659,0.0817192,-0.0370586,-0.266809,0.647881,2.38662,-0.784649,0.367025,-0.321446,-2.19036,-6.372,
218,0.0227353,0.00641859,-0.811004,1.19007,0.0847678,-0.0394567,-0.284083,0.592291,2.37596,-0.843848,0.393539,-0.277877,-2.12785,-7.52425,
219,0.0239092,0.0147081,-0.791144,1.18309,0.0880035,-0.0414953,-0.300829,0.527592,2.36473,-0.901355,0.41364,-0.231517,-2.05821,-8.64925,
220,0.0248646,0.0265814,-0.76169,1.17565,0.0913791,-0.0431544,-0.316966,0.454036,2.35318,-0.957842,0.428407,-0.182996,-1.9757,-9.7389,
221,0.0255762,-0.143118,-0.602342,1.16805,0.0949531,-0.0443902,-0.332165,0.372907,2.32197,-0.764661,0.523509,-0.107812,-1.69544,-9.95534,
222,0.0257477,-0.558954,-0.211184,1.16479,0.0999325,-0.044688,-0.344119,0.300307,2.24416,-0.0739589,0.717524,0.0289329,-1.31649,-8.2759,
223,0.0252427,-0.678754,-0.395931,1.16632,0.105438,-0.043811,-0.355939,0.241273,2.14263,0.434254,0.651618,0.1872,-1.65727,-6.56313,
224,0.0239988,-0.704309,-0.689196,1.17148,0.109937,-0.0416509,-0.371425,0.193305,2.03255,0.837915,0.464576,0.350999,-2.22718,-5.49346,
225,0.021997,-0.679899,-0.870565,1.17959,0.112627,-0.0381749,-0.391731,0.151079,1.91549,1.17466,0.198791,0.51722,-2.85757,-5.11111,
226,0.019238,-0.612606,-0.948472,1.19015,0.112991,-0.0333849,-0.417031,0.109974,1.7951,1.45349,-0.11646,0.680163,-3.47225,-5.20086,
227,0.0157515,-0.502245,-0.977409,1.20271,0.11075,-0.0273329,-0.446956,0.0669509,1.67605,1.6772,-0.452086,0.833179,-4.01158,-5.5826,
228,0.0115974,-0.355681,-0.987614,1.21686,0.105857,-0.0201233,-0.480658,0.0200645,1.56339,1.85036,-0.778695,0.969817,-4.41502,-6.16087,
229,0.00686344,-0.192767,-0.990606,1.23221,0.0984856,-0.0119086,-0.516844,-0.0320571,1.46188,1.97923,-1.07085,1.0846,-4.63154,-6.887,
230,0.00165711,-0.0370342,-0.989662,1.24843,0.0889688,-0.00287515,-0.553922,-0.0904718,1.37417,2.07046,-1.31409,1.17459,-4.63748,-7.73068,
231,-0.00288143,0.45007,-0.994389,1.26525,0.0762373,0.00499941,-0.590069,-0.155969,1.2684,2.12809,-1.99342,0.647688,-4.38512,-8.64995,
232,-0.00470587,0.618653,-0.98821,1.2825,0.0588858,0.00816495,-0.621718,-0.229319,1.23944,2.18067,-2.30455,0.19348,-3.53472,-9.69799,
233,-0.0050119,0.625867,-0.944266,1.30013,0.0402905,0.00869595,-0.645879,-0.311338,1.24833,2.22364,-2.32186,-0.0325073,-2.51045,-10,
234,-0.00460036,0.580241,-0.700319,1.31803,0.0220558,0.0079819,-0.661934,-0.402244,1.26596,2.24929,-2.22339,-0.130642,-1.50715,-10,
235,-0.00389903,0.498016,-0.00524074,1.33601,0.00493353,0.00676503,-0.670424,-0.500806,1.2956,2.24554,-2.0524,-0.171488,-0.618848,-10,
236,-0.00296673,0.38372,0.558103,1.3537,-0.0105282,0.00514741,-0.672682,-0.602453,1.35513,2.17797,-1.812,-0.233078,0.0528018,-10,
237,-0.00175987,0.278326,0.796044,1.37077,-0.024149,0.00305345,-0.670323,-0.700383,1.4138,2.09092,-1.59218,-0.290693,0.535353,-10,
238,-0.000308157,0.187088,0.881473,1.38712,-0.0361449,0.000534665,-0.664743,-0.789859,1.47167,1.99125,-1.39467,-0.343622,0.844681,-10,
239,0.00154669,0.0123222,0.857757,1.40237,-0.0458812,-0.00268358,-0.658198,-0.844395,1.60367,1.83385,-1.06337,-0.452362,0.816389,-4.02063,
240,0.00374065,-0.0257968,0.817967,1.41653,-0.0538023,-0.00649021,-0.652252,-0.862122,1.66216,1.71076,-0.930864,-0.494008,0.686034,-0.78249,
241,0.00604589,-0.0109496,0.78999,1.42979,-0.0610107,-0.01049,-0.64722,-0.86139,1.68627,1.60726,-0.878147,-0.503288,0.580336,0.78207,
242,0.00837051,0.00463152,0.776248,1.44226,-0.0678458,-0.0145237,-0.64285,-0.850505,1.70524,1.51026,-0.830745,-0.505053,0.512493,1.93772,
243,0.0106983,0.0119857,0.771288,1.45396,-0.074265,-0.018563,-0.638933,-0.830496,1.72572,1.41451,-0.774212,-0.504688,0.467105,3.06317,
244,0.0130169,0.0147947,0.771848,1.46489,-0.0802109,-0.0225867,-0.635332,-0.80155,1.7466,1.31861,-0.712434,-0.501135,0.433551,4.17189,
245,0.0153102,0.0153561,0.775904,1.47505,-0.0856507,-0.0265669,-0.631975,-0.763767,1.76722,1.22158,-0.647773,-0.493762,0.406192,5.27215,
246,0.0175597,0.0151687,0.782425,1.48443,-0.0905672,-0.0304715,-0.628823,-0.717196,1.78714,1.12273,-0.581722,-0.482203,0.382505,6.36901,
247,0.0197457,0.0152726,0.791051,1.49301,-0.0949533,-0.0342662,-0.625848,-0.66185,1.80608,1.02154,-0.51531,-0.466266,0.361978,7.46585,
248,0.0218478,0.0164517,0.80183,1.50077,-0.0988091,-0.0379159,-0.623021,-0.597719,1.82388,0.917705,-0.44933,-0.44589,0.345475,8.56538,
249,0.0238457,0.0193567,0.815008,1.50769,-0.102141,-0.0413851,-0.620304,-0.524769,1.84042,0.811048,-0.384497,-0.42111,0.334864,9.67031,
250,0.0257195,0.024579,0.830855,1.51374,-0.10496,-0.0446391,-0.617637,-0.442946,1.85567,0.701582,-0.321551,-0.392048,0.332822,10,
251,0.0274498,0.0326937,0.849488,1.5189,-0.107285,-0.0476445,-0.614939,-0.352169,1.8696,0.589529,-0.261337,-0.358898,0.342737,10,
252,0.0290186,0.0442766,0.870693,1.52317,-0.109142,-0.0503697,-0.612098,-0.252329,1.88228,0.475382,-0.204853,-0.321929,0.36866,10,
253,0.0304091,0.059892,0.893772,1.52651,-0.110565,-0.0527854,-0.608967,-0.14329,1.89377,0.359983,-0.1533,-0.281486,0.41527,10,
254,0.0316064,0.0800415,0.917472,1.52893,-0.111598,-0.0548657,-0.605359,-0.0248934,1.90424,0.244634,-0.108078,-0.238008,0.487794,10,
255,0.0325977,0.105057,0.940102,1.53043,-0.112298,-0.0565883,-0.601044,0.103035,1.91389,0.131212,-0.0707466,-0.192046,0.591821,10,
256,0.0333733,0.134923,0.959879,1.53104,-0.112736,-0.0579362,-0.595748,0.240669,1.9231,0.0222932,-0.0428822,-0.144315,0.732904,10,
257,0.0339271,0.169032,0.975459,1.53081,-0.112992,-0.0588988,-0.589155,0.388161,1.9324,-0.0787793,-0.0258191,-0.0957467,0.915857,10,
258,0.034258,0.205901,0.986379,1.52981,-0.113156,-0.0594738,-0.580916,0.545634,1.94262,-0.167914,-0.0202454,-0.0475632,1.14366,10,
259,0.034371,0.242919,0.993134,1.52817,-0.113321,-0.0596703,-0.570672,0.713171,1.95494,-0.240442,-0.0256585,-0.0013458,1.41598,10,
260,0.0342428,0.118471,0.997955,1.52647,-0.113386,-0.0594475,-0.557652,0.870612,1.90342,-0.102284,0.054226,0.0673333,1.91933,10,
261,0.033758,-0.072641,0.999215,1.5263,-0.11233,-0.0586048,-0.540784,0.940239,1.84058,0.0337853,0.21366,0.138453,2.27409,4.50463,
262,0.032947,-0.123732,0.999394,1.52665,-0.110371,-0.0571954,-0.522568,0.955089,1.79617,0.0419288,0.27161,0.21185,2.26715,-0.214974,
263,0.0318099,-0.105942,0.999393,1.52681,-0.10816,-0.0552194,-0.504936,0.943719,1.7664,-0.00970273,0.277139,0.281095,2.13377,-2.31185,
264,0.0303747,-0.0662864,0.999369,1.52643,-0.105958,-0.0527256,-0.488414,0.921804,1.74948,-0.0881785,0.271103,0.341752,1.99308,-3.00269,
265,0.0286824,-0.0271578,0.999376,1.52537,-0.103778,-0.0497856,-0.472875,0.897533,1.74268,-0.177779,0.272738,0.392913,1.88988,-2.98684,
266,0.0267744,0.00362585,0.999424,1.52358,-0.101537,-0.0464712,-0.457984,0.874841,1.74294,-0.271032,0.287168,0.435489,1.83223,-2.65523,
267,0.0246866,0.0253644,0.999498,1.52103,-0.0991354,-0.0428454,-0.443399,0.855323,1.74759,-0.364511,0.312985,0.470894,1.81367,-2.21778,
268,0.0224493,0.039937,0.999582,1.51775,-0.0964962,-0.0389601,-0.428847,0.839351,1.75468,-0.456802,0.346843,0.500379,1.82449,-1.78031,
269,0.0200873,0.0496347,0.999663,1.51373,-0.0935669,-0.0348594,-0.414125,0.826708,1.76292,-0.547476,0.385528,0.524823,1.85616,-1.39035,
270,0.0176229,0.0563708,0.999733,1.50899,-0.0903186,-0.0305812,-0.399091,0.816934,1.77157,-0.636575,0.426609,0.544751,1.90251,-1.0641,
271,0.0150761,0.0615164,0.999792,1.50355,-0.0867385,-0.0261606,-0.383644,0.809511,1.78022,-0.724336,0.468478,0.560424,1.95956,-0.801923,
272,0.0124663,0.065966,0.999839,1.49741,-0.082824,-0.0216313,-0.367706,0.803951,1.78874,-0.811056,0.510178,0.571929,2.02499,-0.597013,
273,0.00981293,0.0702586,0.999877,1.49058,-0.0785786,-0.0170266,-0.351216,0.799831,1.79711,-0.897037,0.551208,0.579262,2.09762,-0.440096,
274,0.00713523,0.0746905,0.999907,1.48306,-0.0740084,-0.0123802,-0.334118,0.796806,1.8054,-0.98255,0.591364,0.582375,2.17696,-0.321789,
275,0.00445286,0.0794023,0.99993,1.47486,-0.0691204,-0.00772597,-0.316359,0.794602,1.81367,-1.06784,0.630619,0.581218,2.26296,-0.233685,
276,0.00178566,0.0844402,0.999948,1.46597,-0.0639217,-0.00309819,-0.297884,0.793006,1.82204,-1.1531,0.669049,0.575757,2.35576,-0.168723,
277,-0.00076658,0.1647,0.999952,1.4564,-0.0585302,0.00133005,-0.278627,0.791856,1.82517,-1.23937,0.610989,0.447314,2.46456,-0.121191,
278,-0.00210006,0.301333,0.999954,1.44615,-0.0542898,0.0036437,-0.257985,0.791032,1.83024,-1.32413,0.473462,0.161393,2.69368,-0.0867748,
279,-0.00246643,0.292405,0.999977,1.43523,-0.0503323,0.00427936,-0.234816,0.790441,1.85732,-1.40525,0.529766,0.0148679,3.09681,-0.0621285,
280,-0.00235752,0.241789,0.99999,1.42366,-0.0456689,0.00409041,-0.208505,0.790019,1.88671,-1.4894,0.643637,-0.0525328,3.47976,-0.0443287,
281,-0.00204199,0.191963,0.999996,1.41139,-0.0400747,0.00354294,-0.179429,0.789719,1.91172,-1.57803,0.756219,-0.0825141,3.78882,-0.0314667,
282,-0.00161214,0.160843,0.999998,1.3984,-0.0336707,0.00279713,-0.148164,0.789506,1.93118,-1.67064,0.844629,-0.103888,4.02731,-0.0222122,
283,-0.00109377,0.142906,0.999999,1.38465,-0.026625,0.00189773,-0.115169,0.789357,1.94713,-1.76626,0.916618,-0.120924,4.22116,-0.0156082,
284,-0.000503636,0.133005,1,1.37013,-0.0190421,0.000873828,-0.0807287,0.789252,1.96106,-1.8643,0.978916,-0.135027,4.38849,-0.0109303,
285,0.000146668,0.127962,1,1.35482,-0.0109832,-0.000254474,-0.0450124,0.789178,1.97386,-1.96445,1.0356,-0.147031,4.54028,-0.00763717,
286,0.000848599,0.125882,1,1.33869,-0.00248343,-0.00147235,-0.00811742,0.789127,1.9861,-2.06658,1.0891,-0.157426,4.68312,-0.00533072,
287,0.00120523,0.687404,0.999997,1.32184,0.00329508,-0.00209112,0.0214879,0.789104,1.79691,-2.1385,0.218124,0.0321755,2.35053,-0.000311532,
288,0.000711059,0.86314,0.999915,1.30448,0.0022846,-0.00123372,0.0329092,0.789109,1.68893,-2.17654,-0.343189,0.144362,0.684772,-0.0229197,
289,0.000903046,0.460178,0.998522,1.28918,0.00266532,-0.00156682,0.0345542,0.787894,2.11467,-1.6606,0.368117,-0.198256,-0.161988,-0.171236,
290,0.00233098,-0.0306198,0.992656,1.27772,0.00732534,-0.00404434,0.0315454,0.786871,2.38132,-1.21561,0.762531,-0.405482,-0.528993,-0.0890355,
291,0.00444336,-0.272349,0.967418,1.26952,0.0138408,-0.00770948,0.0253958,0.786406,2.52585,-0.848858,0.848064,-0.502253,-0.979697,-0.031486,
292,0.00681808,-0.308527,0.833736,1.26393,0.0201349,-0.0118299,0.0149877,0.78631,2.58894,-0.56157,0.716887,-0.523109,-1.60485,0.00460699,
293,0.00921325,-0.271077,0.388505,1.26032,0.025147,-0.015986,-0.000240977,0.786407,2.61878,-0.352577,0.532751,-0.513144,-2.19097,0.018436,
294,0.0115313,-0.207394,-0.257338,1.25809,0.0287259,-0.0200087,-0.0197129,0.786488,2.63443,-0.217744,0.361362,-0.490773,-2.6691,0.00425021,
295,0.0137018,-0.126849,-0.621392,1.25664,0.0310362,-0.0237754,-0.0422692,0.784446,2.62435,-0.156885,0.216777,-0.449551,-2.9635,-0.500065,
296,0.0156505,-0.0455799,-0.747335,1.25539,0.0323605,-0.0271576,-0.0663987,0.776735,2.5937,-0.163995,0.115674,-0.394742,-3.06279,-1.41365,
297,0.0173495,0.00552738,-0.783636,1.25389,0.0331318,-0.0301065,-0.0907538,0.761232,2.56428,-0.216113,0.0813845,-0.343237,-3.0271,-2.45948,
298,0.0188326,0.0194038,-0.792557,1.25192,0.0338459,-0.0326811,-0.114598,0.737144,2.5471,-0.278632,0.100611,-0.301575,-2.93728,-3.5637,
299,0.020137,0.0135194,-0.795954,1.24942,0.03483,-0.0349456,-0.137719,0.704141,2.53787,-0.346374,0.147666,-0.265312,-2.84512,-4.68746,
300,0.0212724,0.00831164,-0.797657,1.24638,0.0361975,-0.0369168,-0.160158,0.662141,2.52894,-0.413499,0.193007,-0.227329,-2.76435,-5.81123,
301,0.0222252,0.00876843,-0.795916,1.24281,0.0378916,-0.0385711,-0.181974,0.611173,2.5184,-0.477848,0.229088,-0.186053,-2.68925,-6.92944,
302,0.0229819,0.0139832,-0.788527,1.23874,0.0398439,-0.039885,-0.203179,0.5513,2.50669,-0.539756,0.257348,-0.1422,-2.61174,-8.03765,
303,0.0235322,0.023416,-0.773022,1.23418,0.0419959,-0.0408406,-0.223729,0.482632,2.49417,-0.599795,0.278883,-0.0964294,-2.52516,-9.12829,
304,0.0238688,0.0366167,-0.746055,1.22914,0.0442983,-0.0414251,-0.243526,0.405353,2.48118,-0.65882,0.294837,-0.0494172,-2.4238,-10,
305,0.0239877,0.0530262,-0.702759,1.22364,0.0467117,-0.0416316,-0.262435,0.319756,2.46812,-0.718017,0.306665,-0.00190845,-2.30284,-10,
306,0.0238886,0.0718218,-0.636222,1.21765,0.0492107,-0.0414595,-0.280283,0.226288,2.45546,-0.778923,0.316344,0.0452317,-2.15872,-10,
307,0.023418,-0.384607,0.0191705,1.21345,0.0524157,-0.0406423,-0.295132,0.132855,2.34712,-0.13636,0.529199,0.171902,-1.46141,-10,
308,0.0222699,-0.616993,0.108671,1.2149,0.0567693,-0.0386488,-0.306829,0.0560838,2.22175,0.470236,0.55629,0.320559,-1.49271,-8.51145,
309,0.0204455,-0.677793,-0.255417,1.2205,0.0607071,-0.0354812,-0.320672,-0.00424619,2.10122,0.9062,0.421204,0.467775,-1.98869,-6.65548,
310,0.0179408,-0.665572,-0.640572,1.22919,0.0631642,-0.0311329,-0.339024,-0.0533125,1.97585,1.24679,0.184529,0.617591,-2.61176,-5.67286,
311,0.0147433,-0.600309,-0.847859,1.24034,0.0634508,-0.0255829,-0.362336,-0.0977354,1.84294,1.52491,-0.121691,0.769439,-3.22269,-5.47582,
312,0.0108624,-0.485009,-0.931046,1.25347,0.0611614,-0.0188477,-0.390213,-0.142565,1.70937,1.74458,-0.459032,0.914567,-3.74998,-5.76263,
313,0.00634993,-0.329264,-0.960844,1.26812,0.0562021,-0.0110176,-0.42173,-0.190843,1.58328,1.90741,-0.788334,1.04352,-4.13038,-6.33068,
314,0.0012968,-0.157696,-0.968742,1.28386,0.0487643,-0.00224999,-0.455493,-0.244423,1.47104,2.01848,-1.07756,1.1491,-4.31038,-7.08274,
315,-0.00293853,0.400807,-0.988242,1.30029,0.0374506,0.00509849,-0.489599,-0.304499,1.3405,2.08117,-1.83992,0.587995,-4.20515,-7.94755,
316,-0.00457549,0.570056,-0.976654,1.31715,0.0214299,0.00793873,-0.520041,-0.372229,1.2994,2.12816,-2.13029,0.168361,-3.41144,-8.99807,
317,-0.00481245,0.576023,-0.89962,1.3343,0.00427515,0.00834989,-0.543433,-0.448686,1.29637,2.15669,-2.13702,-0.0393846,-2.44184,-10,
318,-0.00439227,0.527223,-0.548025,1.35158,-0.012441,0.00762084,-0.55919,-0.533984,1.30539,2.16087,-2.02952,-0.128642,-1.50099,-10,
319,-0.00370301,0.436688,0.159883,1.36875,-0.0279427,0.00642491,-0.567979,-0.626201,1.33534,2.13077,-1.84216,-0.169778,-0.700188,-10,
320,-0.00278751,0.327606,0.613501,1.38549,-0.0417823,0.00483646,-0.571244,-0.719901,1.39106,2.05514,-1.61701,-0.227472,-0.117445,-10,
321,-0.00159766,0.192078,0.753099,1.40154,-0.0538464,0.00277201,-0.570672,-0.806183,1.48222,1.93881,-1.34722,-0.309554,0.194288,-8.55111,
322,7.95888e-05,0.0415639,0.729284,1.41644,-0.0633801,-0.00013809,-0.569167,-0.850575,1.60353,1.79665,-1.05587,-0.410207,0.205305,-3.12083,
323,0.00207796,0.00601094,0.690614,1.43035,-0.0712893,-0.00360535,-0.567869,-0.863127,1.65927,1.68412,-0.932982,-0.451919,0.133652,-0.344453,
324,0.00419683,0.0155439,0.673775,1.44343,-0.0785111,-0.00728173,-0.567036,-0.860012,1.6841,1.58808,-0.878022,-0.464892,0.0817013,0.966698,
325,0.00635458,0.0258063,0.674624,1.45577,-0.0853325,-0.0110257,-0.56648,-0.848347,1.70426,1.49685,-0.827397,-0.471032,0.0574111,1.9482,
326,0.0085354,0.0295801,0.68374,1.46738,-0.0917193,-0.0148098,-0.566062,-0.828859,1.7256,1.40611,-0.769406,-0.474922,0.0474501,2.92269,
327,0.010727,0.0298048,0.696614,1.47826,-0.097625,-0.0186129,-0.565701,-0.801552,1.74733,1.31477,-0.707173,-0.475746,0.0432386,3.9026,
328,0.012914,0.0283553,0.710905,1.48841,-0.103023,-0.0224082,-0.565368,-0.766363,1.76895,1.22208,-0.642642,-0.472974,0.0403908,4.89344,
329,0.0150791,0.0264656,0.725658,1.49781,-0.107901,-0.0261658,-0.565059,-0.723195,1.7901,1.12747,-0.577056,-0.466275,0.0371639,5.89707,
330,0.0172037,0.024988,0.740731,1.50645,-0.112252,-0.0298535,-0.564779,-0.671946,1.81053,1.03053,-0.511252,-0.455456,0.0335161,6.91383,
331,0.0192685,0.0245575,0.756426,1.51429,-0.116079,-0.0334379,-0.564526,-0.612509,1.8301,0.930973,-0.44586,-0.440432,0.0305443,7.94374,
332,0.0212543,0.0256957,0.773257,1.52133,-0.119385,-0.0368854,-0.564286,-0.544779,1.84869,0.82863,-0.381431,-0.421203,0.0301624,8.98722,
333,0.0231419,0.028877,0.791781,1.52754,-0.122181,-0.0401628,-0.564029,-0.468642,1.86622,0.723467,-0.318534,-0.39784,0.0349298,10,
334,0.0249124,0.034568,0.812451,1.5329,-0.124481,-0.0432375,-0.563701,-0.383973,1.88267,0.615614,-0.257819,-0.370478,0.0479727,10,
335,0.0265481,0.0432479,0.835464,1.53739,-0.126306,-0.0460783,-0.563221,-0.290628,1.89803,0.50541,-0.200078,-0.339315,0.0729588,10,
