step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
336,0.028032,0.0554083,0.860595,1.54098,-0.127683,-0.0486558,-0.562477,-0.188443,1.91232,0.393474,-0.146282,-0.304611,0.114091,10,
337,0.0293487,0.0715255,0.887065,1.54368,-0.128648,-0.0509431,-0.561321,-0.077229,1.92559,0.280788,-0.0976064,-0.266695,0.176085,10,
338,0.0304843,0.0919923,0.913502,1.54548,-0.129248,-0.052916,-0.559564,0.0432198,1.93794,0.168817,-0.0554199,-0.225985,0.264079,10,
339,0.0314272,0.116992,0.938118,1.54639,-0.129539,-0.0545544,-0.556978,0.173117,1.94954,0.0596282,-0.0212113,-0.183015,0.383406,10,
340,0.0321686,0.146305,0.959125,1.54645,-0.129593,-0.0558427,-0.55329,0.312668,1.96067,-0.044003,0.00357987,-0.138485,0.539125,10,
341,0.0327034,0.179058,0.975301,1.54571,-0.129489,-0.056772,-0.548193,0.462052,1.97183,-0.138543,0.0178618,-0.0933253,0.73523,10,
342,0.0330313,0.213455,0.986403,1.54427,-0.129314,-0.0573418,-0.541356,0.621408,1.98378,-0.219769,0.0213266,-0.0487713,0.973452,10,
343,0.0331586,0.234881,0.993431,1.54225,-0.129151,-0.057563,-0.53245,0.790828,1.9908,-0.265691,0.0202518,-0.00351513,1.26969,10,
344,0.0329811,-0.023001,0.998436,1.54118,-0.128278,-0.0572546,-0.519752,0.903465,1.90107,-0.037722,0.213824,0.0723105,1.87083,8.431,
345,0.0324703,-0.124449,0.99903,1.54116,-0.126181,-0.0563669,-0.504289,0.941632,1.84389,0.0171594,0.307343,0.146522,1.97749,1.85672,
346,0.0316258,-0.126926,0.999078,1.54122,-0.123636,-0.0548995,-0.488865,0.942198,1.80488,-0.0109879,0.324305,0.218878,1.86913,-1.29839,
347,0.0304669,-0.090964,0.999019,1.54089,-0.121066,-0.0528858,-0.474509,0.925811,1.78098,-0.0771327,0.314883,0.283747,1.71471,-2.57474,
348,0.0290319,-0.0484542,0.998981,1.53995,-0.11857,-0.0503927,-0.461294,0.903589,1.76918,-0.15985,0.307538,0.33909,1.5864,-2.86843,
349,0.0273632,-0.0125682,0.999008,1.53832,-0.116086,-0.047494,-0.448925,0.881159,1.76615,-0.248917,0.312645,0.385329,1.50466,-2.68875,
350,0.0254994,0.0136287,0.999095,1.53596,-0.113511,-0.0442568,-0.437037,0.861073,1.76883,-0.33953,0.330881,0.423844,1.46699,-2.31592,
351,0.0234725,0.0313481,0.999216,1.53289,-0.110751,-0.040737,-0.425314,0.844221,1.77485,-0.429564,0.359255,0.456055,1.46372,-1.89682,
352,0.0213091,0.0429484,0.999344,1.5291,-0.107737,-0.0369805,-0.413519,0.830654,1.78257,-0.518224,0.394219,0.483051,1.48508,-1.50245,
353,0.0190314,0.050633,0.999463,1.5246,-0.104429,-0.0330262,-0.401486,0.820036,1.791,-0.605355,0.432847,0.505529,1.52352,-1.16205,
354,0.0166594,0.0560715,0.999567,1.51941,-0.100806,-0.0289087,-0.389097,0.811897,1.79957,-0.691097,0.473082,0.523872,1.57391,-0.882861,
355,0.0142117,0.0603967,0.999654,1.51355,-0.0968591,-0.0246604,-0.376269,0.805756,1.80804,-0.7757,0.513633,0.538242,1.63313,-0.661514,
356,0.0117066,0.0643162,0.999726,1.50701,-0.0925897,-0.0203128,-0.36294,0.801179,1.81632,-0.859439,0.553766,0.548671,1.69946,-0.490201,
357,0.00916238,0.0682376,0.999784,1.4998,-0.0880023,-0.0158977,-0.349054,0.797803,1.82446,-0.942571,0.593125,0.555125,1.77211,-0.35998,
358,0.00659751,0.0723704,0.99983,1.49193,-0.0831035,-0.0114472,-0.334562,0.795333,1.8325,-1.02533,0.631591,0.557545,1.85085,-0.26237,
359,0.00403076,0.0768006,0.999868,1.48339,-0.0779005,-0.00699359,-0.319416,0.793538,1.84056,-1.10791,0.669182,0.555882,1.93572,-0.190018,
360,0.00148109,0.081542,0.999898,1.4742,-0.0723998,-0.00256976,-0.303565,0.792241,1.8487,-1.19048,0.705992,0.550107,2.02695,-0.136875,
361,-0.000852512,0.191052,0.999894,1.46434,-0.0668592,0.00147914,-0.286935,0.79131,1.84946,-1.27446,0.608215,0.374281,2.13729,-0.0981037,
362,-0.00195474,0.288423,0.999908,1.45382,-0.0624289,0.00339155,-0.268773,0.790642,1.85962,-1.3551,0.520325,0.129925,2.40087,-0.0701885,
363,-0.00223293,0.270061,0.999953,1.44267,-0.0580468,0.00387424,-0.248019,0.790165,1.88631,-1.43323,0.587114,0.0056464,2.78635,-0.0501998,
364,-0.00211014,0.220101,0.999978,1.43088,-0.0529367,0.00366119,-0.22431,0.789824,1.91372,-1.51436,0.696881,-0.0507215,3.1398,-0.0357674,
365,-0.00181335,0.175095,0.99999,1.41843,-0.0469517,0.00314624,-0.198065,0.789582,1.93652,-1.59961,0.800029,-0.0770313,3.4211,-0.0253441,
366,-0.0014133,0.147627,0.999995,1.40528,-0.0402279,0.00245213,-0.169824,0.789411,1.95427,-1.68845,0.880798,-0.0964486,3.63887,-0.0178547,
367,-0.000932694,0.131707,0.999997,1.39141,-0.0329151,0.00161826,-0.139998,0.789291,1.96889,-1.77995,0.947282,-0.111983,3.81737,-0.0125205,
368,-0.000386606,0.122748,0.999998,1.37679,-0.0251039,0.000670777,-0.108838,0.789207,1.9817,-1.8736,1.0054,-0.124861,3.97246,-0.00875002,
369,0.000214382,0.117957,0.999999,1.36142,-0.0168469,-0.000371961,-0.0764926,0.789148,1.99348,-1.96912,1.0587,-0.135803,4.11369,-0.00610132,
370,0.000862302,0.115681,1,1.34528,-0.00817426,-0.00149613,-0.0430499,0.789107,2.00469,-2.06638,1.10929,-0.145224,4.24671,-0.00425023,
371,0.00155069,0.114951,1,1.32836,0.000897285,-0.00269051,-0.00856245,0.789079,2.01562,-2.16532,1.15841,-0.153362,4.37487,-0.00296216,
372,0.00191473,0.652165,0.999993,1.31072,0.0074649,-0.00332214,0.0191925,0.789071,1.84043,-2.23618,0.352721,0.0234612,2.21399,0.00108358,
373,0.00201567,0.430668,0.999721,1.29378,0.0100472,-0.00349728,0.0299141,0.78851,2.0874,-1.882,0.538891,-0.156681,0.631716,-0.140028,
374,0.00324898,-0.0269861,0.997086,1.28064,0.0157933,-0.00563713,0.0314256,0.787598,2.36325,-1.41329,0.866408,-0.361656,-0.151757,-0.0877211,
375,0.00520018,-0.307869,0.985493,1.27096,0.0233021,-0.00902264,0.0280645,0.787084,2.5335,-1.01997,0.988379,-0.47448,-0.65457,-0.042952,
376,0.00745677,-0.352711,0.910984,1.26412,0.0307083,-0.0129382,0.0199293,0.78688,2.60779,-0.704524,0.852527,-0.498827,-1.35914,-0.0101236,
377,0.00973863,-0.315698,0.580981,1.25948,0.0367341,-0.0168977,0.00634265,0.786874,2.6432,-0.467929,0.649474,-0.487878,-2.02485,0.00735543,
378,0.011935,-0.248028,-0.0872708,1.25643,0.0411534,-0.0207092,-0.0121031,0.786906,2.66188,-0.307694,0.454145,-0.46303,-2.57789,0.00201959,
379,0.0139852,-0.166537,-0.574474,1.25435,0.0441311,-0.0242672,-0.0342889,0.785657,2.66167,-0.221897,0.290771,-0.425169,-2.96231,-0.299753,
380,0.0158194,-0.0778802,-0.750522,1.25268,0.0459545,-0.0274506,-0.0586923,0.779706,2.63382,-0.208033,0.166084,-0.369296,-3.1319,-1.17307,
381,0.0173906,-0.0118109,-0.804045,1.25087,0.0470253,-0.0301779,-0.0837751,0.766076,2.60057,-0.249835,0.106095,-0.312867,-3.13813,-2.22828,
382,0.0187245,0.0128058,-0.819638,1.24864,0.0478742,-0.0324934,-0.108572,0.743734,2.57925,-0.309772,0.109999,-0.267292,-3.06469,-3.35877,
383,0.0198666,0.0114304,-0.825876,1.2459,0.0489028,-0.0344761,-0.132724,0.71222,2.56787,-0.376029,0.150393,-0.229395,-2.97614,-4.5206,
384,0.0208373,0.0059849,-0.829738,1.24262,0.0502939,-0.0361614,-0.156213,0.671376,2.55856,-0.443365,0.196134,-0.191788,-2.89592,-5.68899,
385,0.0216276,0.00644466,-0.830351,1.23882,0.0520129,-0.0375336,-0.179084,0.621196,2.54759,-0.507656,0.232146,-0.15105,-2.82152,-6.85459,
386,0.0222247,0.0119103,-0.825919,1.23451,0.0539877,-0.0385703,-0.20135,0.56172,2.53541,-0.569211,0.259848,-0.107892,-2.74448,-8.01324,
387,0.022619,0.0218587,-0.814386,1.22971,0.0561558,-0.0392548,-0.22296,0.493029,2.52237,-0.628572,0.280305,-0.062962,-2.65774,-9.15825,
388,0.0228037,0.0358657,-0.79283,1.22445,0.0584634,-0.0395756,-0.243814,0.415272,2.50877,-0.686568,0.294613,-0.016913,-2.55511,-10,
389,0.0227754,0.053405,-0.756741,1.21873,0.0608667,-0.0395264,-0.263762,0.328688,2.49497,-0.744367,0.30418,0.0295404,-2.43125,-10,
390,0.022534,0.0736881,-0.699211,1.21254,0.0633349,-0.0391073,-0.282617,0.233654,2.4814,-0.803511,0.310942,0.0755699,-2.28198,-10,
391,0.0218545,-0.470843,0.0333288,1.20919,0.0668198,-0.0379275,-0.297617,0.141345,2.36421,-0.0189073,0.573982,0.216409,-1.47363,-10,
392,0.0204904,-0.650443,-0.00408388,1.21148,0.0713451,-0.0355591,-0.309953,0.0654198,2.23977,0.562625,0.552969,0.370223,-1.63843,-8.42415,
393,0.0184277,-0.69333,-0.388056,1.2178,0.0751411,-0.0319782,-0.325121,0.00504073,2.11793,0.992168,0.388251,0.521798,-2.17268,-6.7513,
394,0.015665,-0.671607,-0.721307,1.22718,0.0772397,-0.0271827,-0.344971,-0.0455583,1.98983,1.33504,0.127354,0.67561,-2.8011,-5.95702,
395,0.0121964,-0.597785,-0.884335,1.23904,0.0769951,-0.0211628,-0.369782,-0.0927067,1.85539,1.61431,-0.197688,0.829047,-3.40789,-5.87154,
396,0.00804275,-0.472514,-0.947184,1.25287,0.0740452,-0.0139549,-0.399097,-0.140915,1.72161,1.83179,-0.548417,0.973184,-3.92387,-6.21121,
397,0.00326721,-0.306384,-0.968981,1.2682,0.0683399,-0.00566876,-0.431915,-0.192896,1.59623,1.98983,-0.885596,1.09897,-4.28162,-6.80801,
398,-0.00183807,0.058141,-0.984158,1.28457,0.0598396,0.00318912,-0.466713,-0.25037,1.47009,2.09326,-1.41166,0.916103,-4.39837,-7.57352,
399,-0.0045611,0.504968,-0.990122,1.3016,0.0457599,0.00791376,-0.500334,-0.314586,1.36975,2.15695,-2.0624,0.327557,-4.01264,-8.49712,
400,-0.00529194,0.574724,-0.968332,1.31906,0.0286286,0.00918186,-0.528761,-0.386845,1.35105,2.20184,-2.19262,0.0253606,-3.10002,-9.58035,
401,-0.00504273,0.552025,-0.846864,1.33677,0.0112276,0.00874944,-0.549683,-0.467976,1.35324,2.22348,-2.14154,-0.113606,-2.13475,-10,
402,-0.00437903,0.488891,-0.372643,1.35455,-0.00541429,0.00759786,-0.563164,-0.557703,1.36482,2.22021,-2.00876,-0.164039,-1.2395,-10,
403,-0.00352345,0.395455,0.29585,1.37213,-0.0207163,0.00611337,-0.570187,-0.653197,1.40202,2.17253,-1.81333,-0.208215,-0.520469,-10,
404,-0.00243765,0.294775,0.664578,1.38918,-0.0343786,0.00422943,-0.572268,-0.748488,1.45572,2.09012,-1.60144,-0.262951,-0.00117624,-10,
405,-0.0010437,0.133505,0.729994,1.40541,-0.0461597,0.00181085,-0.571221,-0.829312,1.57248,1.95082,-1.28798,-0.364463,0.190498,-6.98599,
406,0.000846756,0.0181993,0.686542,1.42044,-0.0554281,-0.00146915,-0.569946,-0.863894,1.67532,1.81486,-1.04729,-0.448297,0.150212,-2.18278,
407,0.00299728,0.000363733,0.640633,1.43451,-0.0633707,-0.00520043,-0.569138,-0.870607,1.721,1.70567,-0.948825,-0.480251,0.0652466,0.209038,
408,0.00523364,0.0158563,0.625461,1.44777,-0.0707594,-0.00908069,-0.568837,-0.864021,1.7415,1.61149,-0.902319,-0.488176,0.0150592,1.3257,
409,0.00749245,0.0267296,0.630162,1.4603,-0.077779,-0.013,-0.568798,-0.84978,1.76035,1.52099,-0.852658,-0.491606,-0.00510972,2.2335,
410,0.00976186,0.0306526,0.644224,1.47211,-0.0843691,-0.016938,-0.568861,-0.828279,1.78055,1.4309,-0.794988,-0.492812,-0.0104248,3.14043,
411,0.0120297,0.0307146,0.662115,1.48319,-0.090479,-0.0208735,-0.568945,-0.799471,1.8013,1.34013,-0.732626,-0.490967,-0.0101741,4.06053,
412,0.0142806,0.0289128,0.68099,1.49355,-0.0960793,-0.02478,-0.569024,-0.763226,1.82205,1.24793,-0.667682,-0.485528,-0.00917493,4.9994,
413,0.0164972,0.0265677,0.699708,1.50315,-0.101155,-0.0286272,-0.5691,-0.71939,1.84241,1.15375,-0.601526,-0.476151,-0.00940076,5.95823,
414,0.0186609,0.0245858,0.718106,1.512,-0.1057,-0.0323831,-0.569184,-0.667806,1.86211,1.05721,-0.535077,-0.462643,-0.0109947,6.93639,
415,0.0207525,0.0236306,0.736544,1.52006,-0.109714,-0.0360142,-0.569282,-0.608322,1.88097,0.958041,-0.469015,-0.444923,-0.012887,7.93293,
416,0.0227526,0.0242344,0.755622,1.52732,-0.113203,-0.0394868,-0.569389,-0.540795,1.89887,0.856094,-0.403915,-0.422999,-0.0131569,8.9474,
417,0.024642,0.02687,0.775997,1.53375,-0.116176,-0.0427678,-0.569482,-0.465078,1.91573,0.751344,-0.340349,-0.39696,-0.00922979,9.98016,
418,0.0264022,0.0319964,0.798228,1.53933,-0.118648,-0.0458249,-0.569515,-0.38102,1.93152,0.643923,-0.27896,-0.366958,0.0020287,10,
419,0.0280155,0.0400827,0.822622,1.54405,-0.120639,-0.0486271,-0.569414,-0.288456,1.94623,0.534157,-0.220518,-0.333209,0.0242787,10,
420,0.0294653,0.0516124,0.84907,1.54788,-0.122177,-0.0511457,-0.569074,-0.187201,1.95988,0.422639,-0.165966,-0.295994,0.0616984,10,
421,0.0307365,0.0670607,0.876903,1.55081,-0.123297,-0.0533543,-0.568355,-0.0770497,1.97255,0.310309,-0.116449,-0.25566,0.118967,10,
422,0.0318158,0.0868336,0.90483,1.55284,-0.124044,-0.0552296,-0.567078,0.0422222,1.98434,0.198564,-0.0733095,-0.212643,0.201187,10,
423,0.0326921,0.11115,0.931081,1.55399,-0.124475,-0.0567524,-0.565022,0.170846,1.99544,0.0893875,-0.0380233,-0.16749,0.31368,10,
424,0.0333572,0.139856,0.953794,1.55429,-0.124658,-0.0579083,-0.561924,0.309046,2.00615,-0.014548,-0.0120443,-0.120909,0.46156,10,
425,0.0338066,0.172181,0.971592,1.55379,-0.124675,-0.0586893,-0.557482,0.45702,2.01697,-0.109818,0.00347796,-0.0738302,0.648981,10,
426,0.0340406,0.20646,0.98406,1.55257,-0.12461,-0.059096,-0.551373,0.614928,2.02868,-0.192302,0.00812021,-0.0274806,0.878001,10,
427,0.034066,0.239905,0.991811,1.55076,-0.124549,-0.0591402,-0.543267,0.782878,2.04241,-0.2574,0.00273176,0.016552,1.14707,10,
428,0.0337988,-0.00996678,0.99805,1.54971,-0.123896,-0.0586758,-0.5316,0.903326,1.95512,-0.0255656,0.184484,0.0933701,1.75145,9.08622,
429,0.0331895,-0.122585,0.998843,1.54984,-0.122005,-0.0576169,-0.51699,0.945015,1.89735,0.0404057,0.285684,0.16811,1.88294,2.12204,
430,0.0322431,-0.129899,0.998911,1.55011,-0.119619,-0.0559721,-0.502293,0.946796,1.85745,0.0173094,0.306021,0.241583,1.78137,-1.23705,
431,0.0309766,-0.0950756,0.998834,1.55001,-0.117194,-0.0537715,-0.488644,0.930455,1.83261,-0.046683,0.296905,0.307757,1.62551,-2.6117,
432,0.0294284,-0.0520657,0.998774,1.54932,-0.114846,-0.0510816,-0.476158,0.907749,1.82004,-0.128615,0.288603,0.364248,1.49321,-2.94553,
433,0.027642,-0.0152048,0.998792,1.54794,-0.112518,-0.0479783,-0.46455,0.884649,1.81648,-0.217506,0.292554,0.411318,1.40758,-2.7755,
434,0.0256574,0.0119211,0.998885,1.54584,-0.110107,-0.0445312,-0.45345,0.863883,1.81886,-0.308171,0.309851,0.450316,1.36704,-2.39759,
435,0.0235082,0.0303719,0.999023,1.54301,-0.107518,-0.0407989,-0.442534,0.84642,1.82474,-0.3983,0.337571,0.482684,1.36201,-1.96733,
436,0.0212224,0.0425105,0.999174,1.53947,-0.104679,-0.03683,-0.431556,0.83234,1.83243,-0.487005,0.3721,0.509551,1.38254,-1.56029,
437,0.0188234,0.0505896,0.999318,1.53522,-0.10155,-0.0326652,-0.420343,0.821308,1.84089,-0.574098,0.410427,0.53165,1.42086,-1.2079,
438,0.0163324,0.0563279,0.999445,1.53029,-0.0981065,-0.0283411,-0.408774,0.812845,1.84954,-0.659706,0.450427,0.54939,1.47169,-0.918354,
439,0.0137689,0.0608943,0.999553,1.52467,-0.094342,-0.0238919,-0.396761,0.806455,1.8581,-0.744081,0.490762,0.562955,1.53177,-0.688492,
440,0.0111521,0.0650195,0.999642,1.51839,-0.0902564,-0.0193506,-0.384237,0.801691,1.8665,-0.827505,0.530674,0.57239,1.59932,-0.510422,
441,0.00850122,0.0691236,0.999715,1.51144,-0.0858547,-0.0147505,-0.371146,0.798175,1.87474,-0.910242,0.569795,0.577674,1.67351,-0.374967,
442,0.00583542,0.0734223,0.999775,1.50382,-0.0811436,-0.0101249,-0.357436,0.795601,1.8829,-0.992532,0.608004,0.578762,1.75404,-0.273377,
443,0.00317425,0.0780038,0.999823,1.49556,-0.0761304,-0.00550747,-0.343056,0.793731,1.89107,-1.07458,0.64532,0.575615,1.84097,-0.19804,
444,0.00053733,0.0828812,0.999862,1.48663,-0.0708217,-0.000932288,-0.327954,0.792379,1.89934,-1.15657,0.681842,0.568215,1.93447,-0.142684,
445,-0.00151757,0.258878,0.999823,1.47704,-0.065977,0.00263305,-0.312007,0.791408,1.89527,-1.24078,0.496306,0.282243,2.05548,-0.102272,
446,-0.00229368,0.300263,0.999881,1.46681,-0.0621413,0.00397963,-0.294143,0.790712,1.91515,-1.3175,0.480876,0.0771677,2.40831,-0.0732846,
447,-0.00238782,0.262414,0.999943,1.45597,-0.0579635,0.00414298,-0.273274,0.790214,1.94431,-1.39406,0.573809,-0.0235087,2.80776,-0.0523915,
448,-0.00216519,0.207424,0.999974,1.44449,-0.0529295,0.0037567,-0.249442,0.789858,1.97141,-1.47448,0.689647,-0.066759,3.14959,-0.0372843,
449,-0.00180244,0.166185,0.999987,1.43236,-0.0470209,0.00312731,-0.223188,0.789606,1.99281,-1.55931,0.787436,-0.0905257,3.41345,-0.0263842,
450,-0.00134271,0.141719,0.999993,1.41953,-0.0404146,0.00232965,-0.195057,0.789428,2.00951,-1.64763,0.864061,-0.108842,3.61926,-0.0185736,
451,-0.000806935,0.127531,0.999996,1.40599,-0.0332455,0.00140006,-0.165419,0.789303,2.02342,-1.73853,0.928102,-0.12352,3.79006,-0.0130218,
452,-0.00020938,0.119509,0.999998,1.39171,-0.0255933,0.000363283,-0.134498,0.789216,2.03569,-1.83153,0.984807,-0.135649,3.93996,-0.00910189,
453,0.000439683,0.115174,0.999999,1.37668,-0.0175043,-0.000762867,-0.102427,0.789154,2.04702,-1.92634,1.03731,-0.145868,4.07738,-0.00634938,
454,0.00113229,0.113062,0.999999,1.36088,-0.00900458,-0.00196456,-0.0692876,0.789112,2.05784,-2.02287,1.08747,-0.154541,4.20731,-0.00442548,
455,0.0018618,0.112321,1,1.34431,-0.000108585,-0.0032303,-0.0351264,0.789082,2.06839,-2.12105,1.13636,-0.161881,4.33271,-0.00308594,
456,0.00262234,0.153995,1,1.32694,0.00917611,-0.00454988,2.69949e-05,0.789061,2.06701,-2.21955,1.13028,-0.156295,4.30991,-0.00188168,
457,0.00280828,0.73294,0.999985,1.30894,0.0140075,-0.0048725,0.0232036,0.789066,1.85879,-2.28053,0.173699,0.0547141,1.74172,0.00198006,
458,0.00281815,0.488537,0.999544,1.29166,0.0155805,-0.00488962,0.0311619,0.788433,2.13343,-1.91877,0.46111,-0.148103,0.391381,-0.165798,
459,0.00405485,-0.0116786,0.996008,1.27827,0.0209971,-0.00703538,0.0313172,0.787366,2.43293,-1.43977,0.856407,-0.370487,-0.263123,-0.0994754,
460,0.00605617,-0.3064,0.979987,1.26841,0.0284769,-0.0105079,0.0271037,0.7868,2.61231,-1.03848,0.990937,-0.487283,-0.75594,-0.045226,
461,0.00837499,-0.355811,0.875719,1.26144,0.0359183,-0.0145314,0.0181333,0.786599,2.69243,-0.718133,0.858629,-0.512924,-1.46618,-0.00789151,
462,0.0107217,-0.319828,0.441651,1.2567,0.0419946,-0.0186037,0.00365259,0.786613,2.73157,-0.480019,0.655925,-0.501847,-2.14097,0.0100958,
463,0.01298,-0.251298,-0.278729,1.25355,0.0464636,-0.0225228,-0.0157536,0.786644,2.75229,-0.321466,0.460149,-0.475884,-2.70159,-0.000226692,
464,0.015069,-0.161508,-0.67483,1.25134,0.0494642,-0.0261482,-0.0388339,0.784372,2.7427,-0.243189,0.290322,-0.428909,-3.06123,-0.551437,
465,0.0169076,-0.069332,-0.802834,1.24946,0.05129,-0.0293395,-0.063926,0.775915,2.70927,-0.23949,0.167426,-0.367479,-3.20495,-1.54719,
466,0.0184677,-0.00937644,-0.84086,1.24737,0.0524156,-0.0320477,-0.0895265,0.759024,2.67632,-0.287148,0.118698,-0.310322,-3.19612,-2.67217,
467,0.0197903,0.0086158,-0.853075,1.24483,0.0534006,-0.0343436,-0.114786,0.732909,2.65696,-0.348372,0.131593,-0.26496,-3.12238,-3.85806,
468,0.0209202,0.0044903,-0.859445,1.24178,0.0546243,-0.0363053,-0.139434,0.697203,2.64621,-0.416018,0.17606,-0.226085,-3.04133,-5.06842,
469,0.0218683,0.00216112,-0.86302,1.23818,0.0562017,-0.0379515,-0.16347,0.651797,2.63526,-0.482134,0.216884,-0.185283,-2.96743,-6.28161,
470,0.0226218,0.00533392,-0.86284,1.23407,0.0580698,-0.0392598,-0.18692,0.596699,2.62286,-0.545098,0.248474,-0.141556,-2.89467,-7.49155,
471,0.0231687,0.0134065,-0.857463,1.22947,0.060159,-0.0402094,-0.209761,0.531954,2.60935,-0.605316,0.271926,-0.0955696,-2.81518,-8.69339,
472,0.0235001,0.0259812,-0.844895,1.22439,0.0624078,-0.0407848,-0.231912,0.457655,2.59505,-0.663463,0.288221,-0.0479649,-2.72202,-9.88027,
473,0.02361,0.042639,-0.82196,1.21886,0.0647636,-0.0409757,-0.253239,0.373959,2.58026,-0.72053,0.298543,0.000585298,-2.60899,-10,
474,0.0234959,0.0627644,-0.783436,1.21286,0.0671845,-0.0407775,-0.27356,0.28112,2.56531,-0.777879,0.304517,0.0493249,-2.47076,-10,
475,0.0230794,-0.266184,-0.422195,1.20752,0.0699561,-0.0400544,-0.291787,0.183096,2.48591,-0.328889,0.455132,0.158594,-1.91064,-10,
476,0.0219687,-0.599027,-0.0782512,1.20784,0.0739888,-0.0381258,-0.305945,0.0984141,2.35921,0.384056,0.550414,0.317177,-1.66067,-9.66256,
477,0.0201304,-0.690814,-0.325157,1.21308,0.0779582,-0.0349341,-0.320714,0.0288266,2.23357,0.899398,0.434524,0.476715,-2.05471,-7.82414,
478,0.0175612,-0.695676,-0.66114,1.22196,0.0805409,-0.030474,-0.339462,-0.0291913,2.10505,1.29955,0.201816,0.636233,-2.64692,-6.74933,
479,0.0142582,-0.643715,-0.857787,1.23372,0.0809375,-0.0247411,-0.363088,-0.0817464,1.96972,1.62193,-0.112563,0.796299,-3.26805,-6.43935,
480,0.0102335,-0.536021,-0.938996,1.24776,0.0786391,-0.0177565,-0.391473,-0.133902,1.83209,1.8737,-0.471555,0.949972,-3.83233,-6.63648,
481,0.00553671,-0.37555,-0.968091,1.26353,0.073453,-0.00960655,-0.423851,-0.188907,1.69961,2.05721,-0.833534,1.0881,-4.26397,-7.14332,
482,0.000258403,-0.185491,-0.97635,1.28051,0.0655135,-0.00044834,-0.458869,-0.248831,1.57974,2.17797,-1.15864,1.20227,-4.49034,-7.86007,
483,-0.00361731,0.470749,-0.993268,1.29823,0.0525445,0.00627622,-0.494397,-0.315035,1.43456,2.24034,-2.0644,0.510437,-4.3933,-8.70919,
484,-0.00497218,0.598416,-0.982773,1.31634,0.0349658,0.00862703,-0.525957,-0.388916,1.40368,2.28318,-2.29542,0.121129,-3.50403,-9.77648,
485,-0.00503855,0.594564,-0.915816,1.3347,0.0165999,0.00874219,-0.549927,-0.471687,1.4046,2.30182,-2.27585,-0.0676819,-2.49351,-10,
486,-0.00451686,0.539038,-0.584223,1.35312,-0.0011559,0.00783701,-0.565991,-0.563496,1.41678,2.30306,-2.15044,-0.145346,-1.52698,-10,
487,-0.00375575,0.448309,0.128894,1.37142,-0.0176018,0.00651642,-0.574912,-0.662515,1.44768,2.27069,-1.95791,-0.185545,-0.707318,-10,
488,-0.00276685,0.338908,0.60697,1.38927,-0.0323484,0.0048006,-0.578156,-0.763388,1.50357,2.19253,-1.72789,-0.243567,-0.105133,-10,
489,-0.00136521,0.125838,0.653243,1.4062,-0.044692,0.0023687,-0.578154,-0.840706,1.65662,2.03415,-1.33021,-0.376037,0.0678161,-6.09933,
490,0.000564865,0.0213352,0.607483,1.42192,-0.0543689,-0.000980063,-0.577829,-0.869851,1.75201,1.90375,-1.10621,-0.454279,0.0343376,-1.67744,
491,0.00273692,0.00735608,0.56447,1.43671,-0.0628099,-0.00474868,-0.577883,-0.873506,1.79408,1.79766,-1.01386,-0.483871,-0.0355722,0.488094,
492,0.00498823,0.0232166,0.558087,1.45072,-0.0707243,-0.00865488,-0.578324,-0.865261,1.81312,1.70547,-0.968356,-0.491189,-0.0698677,1.47213,
493,0.00726066,0.0335949,0.573387,1.46401,-0.078271,-0.0125979,-0.578905,-0.850251,1.83113,1.61662,-0.918397,-0.494503,-0.0752594,2.27935,
494,0.00954356,0.0368151,0.597723,1.47659,-0.0853845,-0.0165592,-0.579476,-0.828721,1.85074,1.52802,-0.860082,-0.495762,-0.0673525,3.10208,
495,0.0118254,0.0360277,0.624628,1.48846,-0.0920116,-0.020519,-0.57997,-0.800493,1.87112,1.43863,-0.796821,-0.494112,-0.055689,3.9538,
496,0.0140915,0.0332986,0.650984,1.4996,-0.0981214,-0.0244518,-0.580375,-0.76532,1.89168,1.34771,-0.730835,-0.488968,-0.0451894,4.83817,
497,0.0163248,0.0299966,0.675702,1.51001,-0.103698,-0.028328,-0.580708,-0.722946,1.91198,1.25474,-0.663569,-0.479948,-0.0378187,5.75402,
498,0.0185069,0.0270515,0.6988,1.51967,-0.108735,-0.0321157,-0.580997,-0.67313,1.93172,1.15937,-0.595987,-0.466828,-0.0336505,6.69848,
499,0.0206187,0.0251304,0.720839,1.52855,-0.113232,-0.0357818,-0.58126,-0.615656,1.95069,1.06134,-0.52878,-0.449502,-0.0315269,7.66865,
500,0.0226407,0.0247564,0.742606,1.53664,-0.117194,-0.0392926,-0.581507,-0.550326,1.96875,0.960494,-0.462511,-0.427964,-0.0294474,8.66238,
501,0.0245538,0.0263873,0.764919,1.54391,-0.120631,-0.0426147,-0.581727,-0.476955,1.98581,0.856791,-0.397722,-0.402284,-0.0247806,9.67867,
502,0.0263393,0.030465,0.788486,1.55034,-0.123558,-0.0457155,-0.581887,-0.395363,2.00183,0.750332,-0.335016,-0.372604,-0.0143651,10,
503,0.0279792,0.0374442,0.813766,1.55591,-0.125992,-0.048564,-0.581926,-0.305363,2.01679,0.641395,-0.275113,-0.339128,0.00545807,10,
504,0.0294567,0.0478005,0.840821,1.5606,-0.12796,-0.0511307,-0.581753,-0.206754,2.0307,0.5305,-0.218905,-0.302126,0.0388438,10,
